3.996748e+002,0.000000e+000
4.001569e+002,5.152864e-001
4.006390e+002,5.129611e-001
4.011211e+002,5.109861e-001
4.016032e+002,5.094991e-001
4.020854e+002,5.085724e-001
4.025675e+002,5.081792e-001
4.030496e+002,5.081993e-001
4.035317e+002,5.084313e-001
4.040138e+002,5.086486e-001
4.044959e+002,5.086670e-001
4.049781e+002,5.083742e-001
4.054602e+002,5.077593e-001
4.059423e+002,5.068812e-001
4.064244e+002,5.058381e-001
4.069065e+002,5.047264e-001
4.073886e+002,5.036374e-001
4.078708e+002,5.026641e-001
4.083529e+002,5.019072e-001
4.088350e+002,5.016019e-001
4.093171e+002,5.018257e-001
4.097992e+002,5.023337e-001
4.102813e+002,5.028107e-001
4.107635e+002,5.038573e-001
4.112456e+002,5.048864e-001
4.117277e+002,5.057855e-001
4.122098e+002,5.061010e-001
4.126919e+002,5.059387e-001
4.131740e+002,5.055329e-001
4.136562e+002,5.051032e-001
4.141383e+002,5.043446e-001
4.146204e+002,5.039838e-001
4.151025e+002,5.042713e-001
4.155846e+002,5.050784e-001
4.160667e+002,5.063906e-001
4.165489e+002,5.082394e-001
4.170310e+002,5.106286e-001
4.175131e+002,5.132093e-001
4.179952e+002,5.160871e-001
4.184773e+002,5.186431e-001
4.189594e+002,5.209448e-001
4.194416e+002,5.222064e-001
4.199237e+002,5.224746e-001
4.204058e+002,5.219918e-001
4.208879e+002,5.209840e-001
4.213700e+002,5.195750e-001
4.218521e+002,5.178990e-001
4.223343e+002,5.167245e-001
4.228164e+002,5.157457e-001
4.232985e+002,5.151328e-001
4.237806e+002,5.144960e-001
4.242627e+002,5.145695e-001
4.247448e+002,5.151361e-001
4.252270e+002,5.158648e-001
4.257091e+002,5.165719e-001
4.261912e+002,5.175161e-001
4.266733e+002,5.182465e-001
4.271554e+002,5.186412e-001
4.276375e+002,5.187290e-001
4.281197e+002,5.185950e-001
4.286018e+002,5.183006e-001
4.290839e+002,5.181166e-001
4.295660e+002,5.179120e-001
4.300481e+002,5.183195e-001
4.305302e+002,5.191945e-001
4.310124e+002,5.201215e-001
4.314945e+002,5.210733e-001
4.319766e+002,5.219862e-001
4.324587e+002,5.228425e-001
4.329408e+002,5.236266e-001
4.334229e+002,5.244188e-001
4.339051e+002,5.252128e-001
4.343872e+002,5.260891e-001
4.348693e+002,5.269243e-001
4.353514e+002,5.276138e-001
4.358335e+002,5.281187e-001
4.363156e+002,5.284802e-001
4.367978e+002,5.285977e-001
4.372799e+002,5.283030e-001
4.377620e+002,5.279746e-001
4.382441e+002,5.277698e-001
4.387262e+002,5.274216e-001
4.392083e+002,5.271723e-001
4.396905e+002,5.271431e-001
4.401726e+002,5.273146e-001
4.406547e+002,5.278900e-001
4.411368e+002,5.289087e-001
4.416189e+002,5.303209e-001
4.421010e+002,5.316444e-001
4.425832e+002,5.330918e-001
4.430653e+002,5.343986e-001
4.435474e+002,5.354087e-001
4.440295e+002,5.359958e-001
4.445116e+002,5.365996e-001
4.449937e+002,5.373291e-001
4.454759e+002,5.377955e-001
4.459580e+002,5.385377e-001
4.464401e+002,5.393281e-001
4.469222e+002,5.401971e-001
4.474043e+002,5.411592e-001
4.478864e+002,5.422664e-001
4.483686e+002,5.433189e-001
4.488507e+002,5.449475e-001
4.493328e+002,5.466272e-001
