species	env	lfc	se	q_value	upper	lower	abn
Arthrobacter crystallopoietes	medium	1.197101127793131	0.25376294001172417	2.167772392748444e-5	1.4508640678048552	0.9433381877814068	medium
Arthrobacter crystallopoietes	saliva	3.295243732944786	0.24196629889362511	1.9170782856178812e-41	3.537210031838411	3.053277434051161	saliva
Kocuria turfanensis	medium	1.1971011277931303	0.25376294001172417	2.167772392748444e-5	1.4508640678048543	0.9433381877814061	medium
Kocuria turfanensis	saliva	3.3229065887165694	0.3110670206442123	5.940656945741058e-26	3.6339736093607815	3.0118395680723573	saliva
Kocuria flava	medium	1.1971011277931307	0.2537629400117241	2.167772392748444e-5	1.4508640678048548	0.9433381877814067	medium
Kocuria flava	saliva	3.578679248626724	0.3166804526186519	6.64840875201507e-29	3.8953597012453756	3.261998796008072	saliva
Rothia terrae	medium	1.1971011277931298	0.2537629400117241	2.167772392748444e-5	1.4508640678048539	0.9433381877814058	medium
Rothia terrae	saliva	4.420441943878506	0.26187619965840137	5.859924083198445e-63	4.682318143536907	4.158565744220105	saliva
Rothia aeria	medium	1.503447557871615	1.074434532206542	0.2643053396619762	2.577882090078157	0.42901302566507304	medium
Rothia aeria	saliva	5.682385439564876	0.5341084483434039	9.087233588820023e-26	6.21649388790828	5.148276991221472	saliva
Rothia dentocariosa	medium	6.853597770222086	0.5164353952535036	1.2008261715053392e-37	7.370033165475589	6.337162374968583	medium
Rothia dentocariosa	saliva	10.439513630246939	0.2804892998144747	5.933562758680052e-301	10.720002930061414	10.159024330432464	saliva
Rothia mucilaginosa	medium	1.2808922241647795	0.6533489394367517	0.09450459466248513	1.934241163601531	0.6275432847280279	medium
Rothia mucilaginosa	saliva	5.859298318135696	0.4299038194620583	1.7155380056843046e-41	6.289202137597755	5.429394498673638	saliva
Rothia sp. ZJ932	medium	0.5490029480143428	0.4244891011954056	0.3065107571716845	0.9734920492097484	0.12451384681893718	medium
Rothia sp. ZJ932	saliva	3.971631640104369	0.5192049606107532	5.729736558571513e-14	4.490836600715122	3.452426679493616	saliva
Micrococcus luteus	medium	1.1971011277931298	0.25376294001172417	2.167772392748444e-5	1.4508640678048539	0.9433381877814057	medium
Micrococcus luteus	saliva	3.344098196283152	0.2203196143802609	3.5319496430279117e-51	3.564417810663413	3.1237785819028914	saliva
Haloactinobacterium sp. HY164	medium	1.2043573320202003	0.7917462197054759	0.2180436859918087	1.9961035517256762	0.41261111231472447	medium
Haloactinobacterium sp. HY164	saliva	-1.4339479814489056	1.179052833315526	0.26448894449235555	-0.25489514813337966	-2.6130008147644315	model_calculus
Xylanimonas allomyrinae	medium	0.8832119024593843	0.3608068144744232	0.0316138627679496	1.2440187169338075	0.5224050879849611	medium
Xylanimonas allomyrinae	saliva	4.008073949183808	0.4412822640183647	3.688230767693454e-19	4.449356213202173	3.5667916851654438	saliva
Georgenia sp. Z443	medium	-0.7826167471569265	0.6213771858650096	0.3181074996246377	-0.16123956129191697	-1.403993933021936	model_calculus
Georgenia sp. Z443	saliva	1.8640737743505071	0.615971061133408	0.003378367540726592	2.4800448354839153	1.248102713217099	saliva
Georgenia faecalis	medium	0.8877630320583925	0.4238111642938932	0.07195095913574265	1.3115741963522858	0.46395186776449926	medium
Georgenia faecalis	saliva	1.7199013878131044	1.2783439311600096	0.21370433180331272	2.998245318973114	0.44155745665309487	saliva
Beutenbergia cavernae	medium	1.1358963424353012	0.7545153537308705	0.22266039193599996	1.8904116961661717	0.3813809887044307	medium
Beutenbergia cavernae	saliva	-1.1080099659778313	1.1403549208186516	0.368966884372762	0.03234495484082034	-2.248364886796483	model_calculus
Luteimicrobium xylanilyticum	medium	-0.878300839457264	0.5516658795925019	0.19310554656391976	-0.3266349598647621	-1.4299667190497658	model_calculus
Luteimicrobium xylanilyticum	saliva	-1.8054277273116306	1.1831109144783098	0.15631971098828779	-0.6223168128333207	-2.9885386417899404	model_calculus
Tessaracoccus flavescens	medium	1.1971011277931303	0.2537629400117241	2.167772392748444e-5	1.4508640678048543	0.9433381877814062	medium
Tessaracoccus flavescens	saliva	3.8654115675478016	0.30346825635468166	2.0139406508929388e-36	4.168879823902484	3.56194331119312	saliva
Tessaracoccus aquimaris	medium	1.2007059449502646	0.7356317852599935	0.18064688284612268	1.936337730210258	0.4650741596902711	medium
Tessaracoccus aquimaris	saliva	2.7206371436134162	0.48119520116061903	3.172715086733056e-8	3.201832344774035	2.2394419424527974	saliva
Tessaracoccus flavus	medium	1.1971011277931305	0.25376294001172417	2.167772392748444e-5	1.4508640678048548	0.9433381877814063	medium
Tessaracoccus flavus	saliva	3.947366342867663	0.29599117579464335	8.37430781004004e-40	4.2433575186623065	3.6513751670730197	saliva
Acidipropionibacterium acidipropionici	medium	-0.4213763718853314	0.4791265504310717	0.5254330139388623	0.05775017854574033	-0.9005029223164032	model_calculus
Acidipropionibacterium acidipropionici	saliva	0.5857878660271112	1.3656672788795567	0.7039659232769753	1.951455144906668	-0.7798794128524456	saliva
Cutibacterium avidum	medium	-1.8164804632913176	0.5201589519101965	0.0018533134132833779	-1.2963215113811213	-2.336639415201514	model_calculus
Cutibacterium avidum	saliva	0.8616025458156318	0.5298050010222779	0.1301443069368419	1.3914075468379097	0.3317975447933539	saliva
Propionibacterium freudenreichii	medium	-1.458443789446862	0.6370165016622126	0.04620171428945324	-0.8214272877846495	-2.0954602911090747	model_calculus
Propionibacterium freudenreichii	saliva	-0.46837731633027013	1.424688140198465	0.7677127640891098	0.9563108238681949	-1.8930654565287353	model_calculus
Propionibacterium acidifaciens	medium	-1.121454506807614	0.502443296965318	0.05303775001242175	-0.6190112098422961	-1.6238978037729321	model_calculus
Propionibacterium acidifaciens	saliva	1.4313009542238198	0.4942354039054856	0.005117051584071313	1.9255363581293055	0.9370655503183342	saliva
Propionibacterium australiense	medium	-0.4746315166879129	0.49675684324329605	0.4816508216546255	0.02212532655538313	-0.971388359931209	model_calculus
Propionibacterium australiense	saliva	2.3680265071700837	0.49404255850980366	2.932151348402112e-6	2.8620690656798873	1.87398394866028	saliva
Propioniciclava sp. HDW11	medium	2.8378165553458654	0.6185969817926381	3.759488677586772e-5	3.4564135371385034	2.2192195735532274	medium
Propioniciclava sp. HDW11	saliva	1.794161207412916	1.1436684071005208	0.14413449542799778	2.937829614513437	0.6504928003123953	saliva
Pseudopropionibacterium propionicum	medium	0.5684655170399562	0.5564807517901045	0.44470814522422764	1.1249462688300607	0.011984765249851703	medium
Pseudopropionibacterium propionicum	saliva	3.768936728360779	0.3783883338702915	9.076808853918492e-23	4.1473250622310704	3.3905483944904873	saliva
Mycobacterium sp. JS623	medium	0.18767410505400406	0.5298169398532129	0.8185083100096492	0.7174910449072169	-0.3421428347992088	medium
Mycobacterium sp. JS623	saliva	-2.2609021799563074	0.5419534071566118	4.5858538349964854e-5	-1.7189487727996955	-2.8028555871129193	model_calculus
Corynebacterium tuberculostearicum	medium	-0.11197026454424353	0.48618305665209527	0.8826162929800613	0.37421279210785174	-0.5981533211963388	model_calculus
Corynebacterium tuberculostearicum	saliva	0.541942478014412	1.2357302551328722	0.6986935987860189	1.7776727331472841	-0.6937877771184602	saliva
Corynebacterium simulans	medium	0.20064212833877493	0.5568237046224542	0.8169977897417924	0.7574658329612292	-0.3561815762836793	medium
Corynebacterium simulans	saliva	-2.247934156671537	0.5683837997363327	1.1227046052906274e-4	-1.6795503569352044	-2.8163179564078695	model_calculus
Corynebacterium matruchotii	medium	2.609079550344028	0.6691968537514581	4.79224285594387e-4	3.278276404095486	1.93988269659257	medium
Corynebacterium matruchotii	saliva	7.1248847124581	0.3874439422693643	1.7551879864366154e-74	7.512328654727464	6.737440770188736	saliva
Corynebacterium vitaeruminis	medium	1.1971011277931298	0.25376294001172417	2.167772392748444e-5	1.4508640678048539	0.9433381877814057	medium
Corynebacterium vitaeruminis	saliva	3.4101195174932037	0.2135043798319515	1.5292573266946686e-56	3.6236238973251553	3.196615137661252	saliva
Gordonia insulae	medium	-0.07177860154424853	0.48785747328473855	0.9249368083041982	0.41607887174049	-0.559636074828987	model_calculus
Gordonia insulae	saliva	-2.5203548865545606	0.5010113970889353	9.206880760584212e-7	-2.0193434894656255	-3.021366283643496	model_calculus
Streptomyces venezuelae	medium	-1.5496186129978016	0.4838124110915855	0.004648988642714146	-1.065806201906216	-2.033431024089387	model_calculus
Streptomyces venezuelae	saliva	-2.494575062502496	1.1397076479327393	0.03786311390288455	-1.3548674145697566	-3.634282710435235	model_calculus
Pseudonocardia sp. HH130630-07	medium	0.2504302963780769	0.4607261269989141	0.7350001458696153	0.7111564233769909	-0.21029583062083718	medium
Pseudonocardia sp. HH130630-07	saliva	-2.198145988632235	0.47463256301338713	6.045498121966919e-6	-1.7235134256188478	-2.672778551645622	model_calculus
Actinomyces sp. oral taxon 414	medium	-2.9200428560207903	0.7412165608457323	4.105442443158178e-4	-2.178826295175058	-3.6612594168665225	model_calculus
Actinomyces sp. oral taxon 414	saliva	1.536494132593687	0.2201473133446794	7.297544996800502e-12	1.7566414459383664	1.3163468192490075	saliva
Actinomyces sp. ZJ34	medium	-3.0218838159701833	0.5972321589569496	9.84813863748918e-6	-2.424651657013234	-3.6191159749271327	model_calculus
Actinomyces sp. ZJ34	saliva	0.4286537471994645	0.45331305293767143	0.38237149699347583	0.8819668001371359	-0.02465930573820696	saliva
Actinomyces sp. zg-993	medium	-2.503466356399355	0.7217002300791159	0.001957346919508168	-1.781766126320239	-3.225166586478471	model_calculus
Actinomyces sp. zg-993	saliva	-0.12147372286190605	0.45275183225292126	0.8115223271309477	0.3312781093910152	-0.5742255551148273	model_calculus
Actinomyces sp. Z16	medium	-2.4877662377410874	0.7277101542791522	0.0023077633933072184	-1.7600560834619352	-3.2154763920202396	model_calculus
Actinomyces sp. Z16	saliva	0.5237592338956405	0.6123198768871632	0.4315817953844829	1.1360791107828037	-0.08856064299152266	saliva
Actinomyces sp. ZJ750	medium	-2.95237896253295	0.6636525870823458	6.758324680342592e-5	-2.2887263754506044	-3.616031549615296	model_calculus
Actinomyces sp. ZJ750	saliva	0.49832082506488606	0.537641202825126	0.39184531541513334	1.0359620278900121	-0.03932037776023989	saliva
Actinomyces sp. 432	medium	-1.1387596258712551	0.8283657935936548	0.2719923862243463	-0.3103938322776003	-1.96712541946491	model_calculus
Actinomyces sp. 432	saliva	-0.14488600702876875	0.43126687848906303	0.7651641539543339	0.2863808714602943	-0.5761528855178317	model_calculus
Actinomyces slackii	medium	-3.098912662907287	0.6454581603144415	2.167772392748444e-5	-2.453454502592846	-3.7443708232217285	model_calculus
Actinomyces slackii	saliva	0.5828840507963526	0.4918348567348783	0.2768707878243437	1.074718907531231	0.09104919406147433	saliva
Actinomyces weissii	medium	-1.5668440047187362	0.7745765855492589	0.0837987772701529	-0.7922674191694773	-2.341420590267995	model_calculus
Actinomyces weissii	saliva	0.10939585659757833	0.5061222658871989	0.8432481807273429	0.6155181224847772	-0.39672640928962055	saliva
Actinomyces radicidentis	medium	-2.665104547357081	0.6503265274836366	2.4037066580428576e-4	-2.0147780198734444	-3.3154310748407174	model_calculus
Actinomyces radicidentis	saliva	-0.03603491860163888	0.36801758595121653	0.9272673247765851	0.33198266734957765	-0.4040525045528554	model_calculus
Actinomyces qiguomingii	medium	-2.162304948101984	0.5644418402767186	5.992891852481466e-4	-1.5978631078252652	-2.726746788378702	model_calculus
Actinomyces qiguomingii	saliva	1.115956203650962	0.5617358068638976	0.061001732168388126	1.6776920105148596	0.5542203967870645	saliva
Actinomyces viscosus	medium	-2.726181661825669	0.900917727862443	0.007115009688461011	-1.825263933963226	-3.627099389688112	model_calculus
Actinomyces viscosus	saliva	0.25231706019960165	0.3902303022431988	0.5626574074810052	0.6425473624428004	-0.13791324204359717	saliva
Actinomyces oris	medium	-1.808692746521071	0.8306802852803438	0.060628380140082955	-0.9780124612407272	-2.639373031801415	model_calculus
Actinomyces oris	saliva	0.6292612884337092	0.43009113592964193	0.17411040567085717	1.0593524243633512	0.19917015250406728	saliva
Actinomyces howellii	medium	-2.8976737635349417	0.6730137563662943	1.172824665309449e-4	-2.224660007168647	-3.5706875199012362	model_calculus
Actinomyces howellii	saliva	0.5414170194694672	0.5391380798968411	0.3545519529510384	1.0805550993663084	0.0022789395726260375	saliva
Actinomyces lilanjuaniae	medium	-2.0207379194039277	0.6213730810157555	0.004073771810518569	-1.399364838388172	-2.6421110004196833	model_calculus
Actinomyces lilanjuaniae	saliva	0.9842368900878347	0.6167741968669338	0.137975975976034	1.6010110869547685	0.36746269322090086	saliva
Actinomyces procaprae	medium	-2.2737196966340463	0.5873316498027181	5.293178414284163e-4	-1.6863880468313281	-2.8610513464367644	model_calculus
Actinomyces procaprae	saliva	1.1282368508495	0.5761522681546327	0.06473112109340216	1.7043891190041327	0.5520845826948673	saliva
Actinomyces marmotae	medium	-1.8535502816464366	0.7000066133124975	0.018996119753786258	-1.1535436683339393	-2.553556894958934	model_calculus
Actinomyces marmotae	saliva	0.9075130591591751	0.5992372190576911	0.1591537875362436	1.5067502782168662	0.308275840101484	saliva
Trueperella pyogenes	medium	-3.1923718928089584	0.5083274756059478	2.38128275820579e-8	-2.6840444172030105	-3.7006993684149063	model_calculus
Trueperella pyogenes	saliva	-0.9070674534257185	0.36979549625744973	0.01889518703213197	-0.5372719571682687	-1.2768629496831683	model_calculus
Flaviflexus sp. dk850	medium	0.24615483030321705	0.5158900411288369	0.7675777956918189	0.7620448714320539	-0.2697352108256198	medium
Flaviflexus sp. dk850	saliva	2.800591144235778	0.5051332184775293	5.870559748572184e-8	3.305724362713307	2.2954579257582486	saliva
Flaviflexus salsibiostraticola	medium	0.22763850275637332	0.5520608045915095	0.7953187521167641	0.7796993073478828	-0.3244223018351362	medium
Flaviflexus salsibiostraticola	saliva	3.1629762211044428	0.5376112580190501	8.37196451833729e-9	3.700587479123493	2.6253649630853926	saliva
Schaalia cardiffensis	medium	-2.3031335506024453	0.8429534089776547	0.01548535558692592	-1.4601801416247906	-3.1460869595801	model_calculus
Schaalia cardiffensis	saliva	-0.4555353501056325	0.4611291623932911	0.361181785638646	0.005593812287658595	-0.9166645124989237	model_calculus
Schaalia sp. ZJ405	medium	-1.5598764410582158	0.878244325322319	0.13737331146723097	-0.6816321157358968	-2.4381207663805347	model_calculus
Schaalia sp. ZJ405	saliva	0.9526036415135346	0.7952228360241836	0.2718910525682855	1.7478264775377181	0.15738080548935096	saliva
Schaalia meyeri	medium	-0.37332564137526525	0.48523929363738255	0.5933984517246949	0.1119136522621173	-0.8585649350126479	model_calculus
Schaalia meyeri	saliva	-0.8381873256014294	0.4524313065322523	0.08213619832592045	-0.3857560190691771	-1.2906186321336817	model_calculus
Pauljensenia hongkongensis	medium	-0.12215144382371679	0.6167753408833311	0.899207574965529	0.4946238970596143	-0.7389267847070479	model_calculus
Pauljensenia hongkongensis	saliva	-0.021484163778345833	0.5792119252927482	0.9731763078930099	0.5577277615144024	-0.6006960890710941	model_calculus
Actinobaculum sp. 313	medium	0.5265667085982311	0.43715508211269366	0.34293489606947963	0.9637217907109248	0.08941162648553741	medium
Actinobaculum sp. 313	saliva	3.5525015583208575	0.42505202916945795	1.9729438686916294e-16	3.9775535874903154	3.1274495291513995	saliva
Actinomadura verrucosospora	medium	-0.19190950087331116	0.7609793158673057	0.8730175476569568	0.5690698149939946	-0.9528888167406169	model_calculus
Actinomadura verrucosospora	saliva	-4.002587305907484	0.49837928396785297	2.8311995876798418e-15	-3.504208021939631	-4.500966589875337	model_calculus
Nonomuraea nitratireducens	medium	-0.3213605395356858	0.6882239145093929	0.7721596056177255	0.36686337497370713	-1.0095844540450787	model_calculus
Nonomuraea nitratireducens	saliva	-3.581219572421135	0.5239272756050877	1.919864017505688e-11	-3.057292296816047	-4.105146848026223	model_calculus
Bifidobacterium longum	medium	-2.0125636277759162	0.75325721924473	0.017943038316996614	-1.2593064085311862	-2.7658208470206462	model_calculus
Bifidobacterium longum	saliva	-4.8364844694045175	1.109615842033421	2.0559989629817985e-5	-3.7268686273710965	-5.946100311437938	model_calculus
Bifidobacterium breve	medium	-3.031777572792435	0.5740245394859047	3.777242631661911e-6	-2.4577530333065303	-3.60580211227834	model_calculus
Bifidobacterium breve	saliva	-6.235525079337877	0.3853571981866442	5.6070998784889724e-58	-5.850167881151233	-6.620882277524521	model_calculus
Bifidobacterium scardovii	medium	0.5680046995426974	0.8194757163396513	0.6306274179210026	1.3874804158823486	-0.25147101679695394	medium
Bifidobacterium scardovii	saliva	-3.56489281726335	0.5967807418832687	4.893469762593813e-9	-2.9681120753800814	-4.161673559146618	model_calculus
Bifidobacterium choerinum	medium	-2.6434222783875136	0.4646610095235037	4.999986301828174e-7	-2.17876126886401	-3.1080832879110174	model_calculus
Bifidobacterium choerinum	saliva	-5.091998563397821	0.4784530902237324	8.857658474153739e-26	-4.613545473174089	-5.570451653621554	model_calculus
Parascardovia denticolens	medium	-1.428214594059153	1.1108780103724611	0.30790037033234097	-0.31733658368669193	-2.539092604431614	model_calculus
Parascardovia denticolens	saliva	-5.648844453452594	1.137365496805002	1.242676516203207e-6	-4.511478956647592	-6.7862099502575965	model_calculus
Frankia sp. EAN1pec	medium	0.17552073829204295	0.486980140995226	0.8169977897417924	0.662500879287269	-0.31145940270318306	medium
Frankia sp. EAN1pec	saliva	-0.8123800018269769	1.1091207171662236	0.5071111576503864	0.29674071533924673	-1.9215007189932005	model_calculus
Catenulispora acidiphila	medium	-0.8790164765119024	0.5632243428131553	0.2036411033942478	-0.31579213369874715	-1.4422408193250575	model_calculus
Catenulispora acidiphila	saliva	-3.327592761522214	0.5746556935335696	1.443850502065004e-8	-2.7529370679886442	-3.9022484550557834	model_calculus
Epidermidibacterium keratini	medium	0.27481366074510616	0.6225940653579689	0.7810027208373094	0.8974077261030751	-0.34778040461286275	medium
Epidermidibacterium keratini	saliva	-2.586476062769714	0.5263605821320149	1.6117725369695123e-6	-2.060115480637699	-3.112836644901729	model_calculus
Eggerthella lenta	medium	0.06332555003200713	0.24096819532170966	0.8719783466655351	0.3042937453537168	-0.17764264528970253	medium
Eggerthella lenta	saliva	-8.436200007131124	0.27683893891899025	5.17772352012754e-202	-8.159361068212133	-8.713038946050114	model_calculus
Cryptobacterium curtum	medium	1.2573512422397164	0.6769619735483584	0.11639048188121534	1.934313215788075	0.580389268691358	medium
Cryptobacterium curtum	saliva	-4.082375199435868	0.5673262745385642	1.5819605630824957e-12	-3.5150489248973034	-4.649701473974432	model_calculus
Olsenella sp. oral taxon 807	medium	0.11639685132339217	0.22439431917216662	0.7485689352380962	0.3407911704955588	-0.10799746784877445	medium
Olsenella sp. oral taxon 807	saliva	-0.2437254282958048	0.17787176203381483	0.20497063165785426	-0.06585366626198996	-0.4215971903296196	model_calculus
Olsenella uli	medium	-0.024605960110440916	0.2351915140745933	0.9407293271093637	0.21058555396415238	-0.2597974741850342	model_calculus
Olsenella uli	saliva	-5.967188548933617	0.25574430338500426	5.200699380995835e-119	-5.711444245548613	-6.222932852318621	model_calculus
Mycoplasma salivarium	medium	1.1971011277931298	0.25376294001172417	2.167772392748444e-5	1.4508640678048539	0.9433381877814057	medium
Mycoplasma salivarium	saliva	3.79812155738224	0.3670744924339115	1.8998438627499433e-24	4.165196049816151	3.4310470649483285	saliva
Fusobacterium sp. NSJ-57	medium	-0.11756767417061775	0.6673040141332388	0.9115085538187454	0.5497363399626211	-0.7848716883038566	model_calculus
Fusobacterium sp. NSJ-57	saliva	-2.5661439591809296	0.6769801718304392	2.1682490014533832e-4	-1.8891637873504905	-3.2431241310113688	model_calculus
Fusobacterium nucleatum	medium	2.503346230410429	0.4081846820948194	4.33986657655483e-8	2.911530912505248	2.09516154831561	medium
Fusobacterium nucleatum	saliva	-2.704771746931243	0.3565640405214552	9.097328429939963e-14	-2.348207706409788	-3.0613357874526983	model_calculus
Fusobacterium varium	medium	-2.105593322363394	0.703003082106079	0.007714652242801389	-1.402590240257315	-2.808596404469473	model_calculus
Fusobacterium varium	saliva	-5.329188023599487	0.5623684152296738	9.759169977420326e-21	-4.766819608369813	-5.891556438829161	model_calculus
Fusobacterium gonidiaformans	medium	-1.0192238576110526	0.8852069179094985	0.37223893734171465	-0.13401693970155415	-1.904430775520551	model_calculus
Fusobacterium gonidiaformans	saliva	-4.780523293501482	0.6927202919397571	1.2273850051486732e-11	-4.087803001561725	-5.47324358544124	model_calculus
Fusobacterium necrophorum	medium	-0.7061745815416238	0.9556295843893182	0.6057484149482155	0.2494550028476944	-1.661804165930942	model_calculus
Fusobacterium necrophorum	saliva	-3.7233812244855216	0.30976918868271114	1.490432232093759e-32	-3.4136120358028106	-4.033150413168233	model_calculus
Fusobacterium hwasookii	medium	4.269739034022556	0.8539693639623901	1.2620928362618384e-5	5.123708397984946	3.4157696700601656	medium
Fusobacterium hwasookii	saliva	-0.18436394365189912	1.4457373182776199	0.9114739910633382	1.2613733746257207	-1.630101261929519	model_calculus
Leptotrichia sp. oral taxon 212	medium	1.1732116411470883	0.4986516668124447	0.03927700448161205	1.671863307959533	0.6745599743346435	medium
Leptotrichia sp. oral taxon 212	saliva	-0.10697217771875112	0.2944987654563928	0.7461041474254072	0.1875265877376417	-0.4014709431751439	model_calculus
Capnocytophaga sputigena	medium	1.915849830247381	0.7963523893121602	0.03463747486993457	2.712202219559541	1.1194974409352207	medium
Capnocytophaga sputigena	saliva	7.131975889318306	0.5256529119102239	3.770277077374385e-41	7.65762880122853	6.606322977408082	saliva
Chryseobacterium indologenes	medium	2.8080510081664096	0.6059677633840187	3.079375953399186e-5	3.4140187715504284	2.202083244782391	medium
Chryseobacterium indologenes	saliva	-1.2514751572171834	0.27821418996275393	1.0962754033128718e-5	-0.9732609672544295	-1.5296893471799373	model_calculus
Epilithonimonas vandammei	medium	-0.45287030208362244	0.5696451031837289	0.5753527735249597	0.1167748011001064	-1.0225154052673513	model_calculus
Epilithonimonas vandammei	saliva	-2.9014465870939334	0.5809501263916192	1.099686489702288e-6	-2.320496460702314	-3.482396713485553	model_calculus
Blattabacterium cuenoti	medium	-0.365985653063561	0.8350668981368106	0.7810027208373094	0.46908124507324955	-1.2010525512003716	model_calculus
Blattabacterium cuenoti	saliva	-5.208077816692654	0.5070210417872484	4.04852170993051e-24	-4.701056774905406	-5.7150988584799025	model_calculus
Bacteroides sp. CBA7301	medium	2.662835187454038	0.863191197740967	0.006179393767282718	3.5260263851950047	1.799643989713071	medium
Bacteroides sp. CBA7301	saliva	-2.311834440798976	0.49298904372488583	4.704363985186644e-6	-1.8188453970740903	-2.8048234845238618	model_calculus
Bacteroides sp. HF-5287	medium	1.236580268159361	1.004433969472389	0.33117953467473515	2.2410142376317497	0.232146298686972	medium
Bacteroides sp. HF-5287	saliva	-2.5249563101346237	1.2515126752645642	0.057106313998232	-1.2734436348700595	-3.776468985399188	model_calculus
Bacteroides fragilis	medium	0.5095446350738773	0.8449109860055856	0.6969330162408737	1.3544556210794627	-0.3353663509317083	medium
Bacteroides fragilis	saliva	-3.82407559952148	1.3175862387167379	0.005033914881395489	-2.5064893608047423	-5.1416618382382175	model_calculus
Bacteroides thetaiotaomicron	medium	1.521992555487334	0.925678253935083	0.17802062032333196	2.4476708094224167	0.596314301552251	medium
Bacteroides thetaiotaomicron	saliva	-0.8108285004887932	1.3580693840915035	0.5943804559343692	0.5472408836027103	-2.1688978845802964	model_calculus
Bacteroides eggerthii	medium	1.927008881566137	1.0107835781744108	0.10595907569194049	2.937792459740548	0.9162253033917263	medium
Bacteroides eggerthii	saliva	-0.7847606826802177	1.3722487155028378	0.6070702468432828	0.5874880328226201	-2.1570093981830554	model_calculus
Bacteroides heparinolyticus	medium	1.1849348825541643	0.9380111350888808	0.31741837019623387	2.122946017643045	0.24692374746528356	medium
Bacteroides heparinolyticus	saliva	-3.3799237555519634	1.3327130767062465	0.015116779567767972	-2.047210678845717	-4.71263683225821	model_calculus
Bacteroides zoogleoformans	medium	1.38918207344861	0.7674415241609529	0.12816625254139166	2.156623597609563	0.6217405492876571	medium
Bacteroides zoogleoformans	saliva	-2.2350980543617904	0.40353919800449917	6.02470365073697e-8	-1.8315588563572913	-2.6386372523662898	model_calculus
Bacteroides cellulosilyticus	medium	2.657137263312935	0.8884674347788721	0.007714652242801389	3.5456046980918074	1.768669828534063	medium
Bacteroides cellulosilyticus	saliva	-2.169152756660899	1.195051195431129	0.08832604095247103	-0.9741015612297699	-3.3642039520920277	model_calculus
Bacteroides helcogenes	medium	2.5842044453399593	0.9425256155728557	0.015147392655129426	3.526730060912815	1.6416788297671037	medium
Bacteroides helcogenes	saliva	0.5830159657868763	0.5156622301235426	0.2989878181053107	1.098678195910419	0.06735373566333369	saliva
Bacteroides intestinalis	medium	2.697271470168584	0.9282823167294202	0.009555655393218565	3.625553786898004	1.7689891534391635	medium
Bacteroides intestinalis	saliva	-2.138594742712665	1.2707144690696248	0.11613207794129854	-0.8678802736430402	-3.40930921178229	model_calculus
Bacteroides uniformis	medium	2.509825905892865	0.9467928044100345	0.018966520495800197	3.4566187103028994	1.5630331014828305	medium
Bacteroides uniformis	saliva	-0.13835750865652185	0.5829826101929206	0.8312962203127885	0.4446251015363988	-0.7213401188494425	model_calculus
Bacteroides ovatus	medium	0.9562835780161707	0.8764844876631868	0.4053939858716458	1.8327680656793575	0.07979909035298394	medium
Bacteroides ovatus	saliva	-3.587423466477755	0.4922452410091037	8.210046165381072e-13	-3.095178225468651	-4.079668707486858	model_calculus
Bacteroides xylanisolvens	medium	0.8130628724048587	0.8702303736644424	0.4940124428566851	1.6832932460693013	-0.0571675012595837	medium
Bacteroides xylanisolvens	saliva	-4.093235572572927	0.5409386783771192	1.042901107242218e-13	-3.5522968941958077	-4.634174250950046	model_calculus
Bacteroides coprosuis	medium	1.4889012284407503	0.7952193471656662	0.1133125358412579	2.2841205756064165	0.6936818812750841	medium
Bacteroides coprosuis	saliva	-2.688431328682272	0.5341166761956397	9.118246590960569e-7	-2.154314652486632	-3.222548004877912	model_calculus
Phocaeicola salanitronis	medium	1.3505174928760246	0.9626860923178947	0.26425898363078737	2.313203585193919	0.3878314005581299	medium
Phocaeicola salanitronis	saliva	-3.829902458540101	1.247841456682715	0.002939501880620706	-2.582061001857386	-5.0777439152228165	model_calculus
Phocaeicola coprophilus	medium	2.0878433141746564	1.0453841945456068	0.08858651176080726	3.133227508720263	1.0424591196290496	medium
Phocaeicola coprophilus	saliva	0.5847341944253106	0.5296344106236469	0.30980018520301034	1.1143686050489574	0.05509978380166369	saliva
Phocaeicola vulgatus	medium	2.290922016314669	0.8848351808120873	0.02199511907395543	3.175757197126756	1.4060868355025815	medium
Phocaeicola vulgatus	saliva	0.1905186068619218	0.5827526017762276	0.7677127640891098	0.7732712086381494	-0.3922339949143058	saliva
Prevotella ruminicola	medium	2.738138135757956	0.8634414405224207	0.005041405057483052	3.601579576280377	1.8746966952355355	medium
Prevotella ruminicola	saliva	-0.27550103231078105	0.5274298147069761	0.6395863516201069	0.2519287823961951	-0.8029308470177572	model_calculus
Prevotella enoeca	medium	0.3546891183754207	0.47112873544885975	0.6020536645028394	0.8258178538242804	-0.11643961707343903	medium
Prevotella enoeca	saliva	-2.541018032284907	0.2684860613167679	1.0841878912279038e-20	-2.272531970968139	-2.809504093601675	model_calculus
Prevotella intermedia	medium	1.126167125034592	0.42563735467087493	0.018996119753786258	1.5518044797054669	0.700529770363717	medium
Prevotella intermedia	saliva	-1.4714332134655186	0.4576282829248886	0.001827138536965423	-1.01380493054063	-1.9290614963904071	model_calculus
Prevotella fusca	medium	1.6114839433265256	0.40657823287050116	3.8354539886002644e-4	2.0180621761970268	1.2049057104560243	medium
Prevotella fusca	saliva	-2.5711125780183623	0.26753196182816874	2.7930346762221697e-21	-2.3035806161901937	-2.838644539846531	model_calculus
