species	env	lfc	se	q_value	upper	lower	abn
Desulfomicrobium orale	medium	0.4134372008905326	0.8698110758413977	0.7675777956918189	1.2832482767319302	-0.4563738749508651	medium
Desulfomicrobium orale	saliva	-4.392700750619248	0.4951736340161267	2.4066058140387078e-18	-3.8975271166031216	-4.887874384635375	model_calculus
Desulfonema magnum	medium	0.22569646285518796	0.5119679788465205	0.7810027208373094	0.7376644417017084	-0.2862715159913325	medium
Desulfonema magnum	saliva	-2.2228798221551243	0.5245176042207055	3.43724405757348e-5	-1.6983622179344189	-2.7473974263758296	model_calculus
Campylobacter hominis	medium	0.22301050865018168	0.5480952495499517	0.7973547098342344	0.7711057582001334	-0.32508474089977	medium
Campylobacter hominis	saliva	-2.2255657763601304	0.5598356083284283	1.0348438005919932e-4	-1.6657301680317023	-2.7854013846885586	model_calculus
Campylobacter concisus	medium	-3.244001106813952	0.8135313167985226	3.5604079632087996e-4	-2.430469790015429	-4.057532423612474	model_calculus
Campylobacter concisus	saliva	1.6560485939226255	0.36460825701812044	9.145804112462091e-6	2.020656850940746	1.291440336904505	saliva
Helicobacter pylori	medium	0.9223274736082303	0.8161273094762602	0.383817728362021	1.7384547830844905	0.10620016413197009	medium
Helicobacter pylori	saliva	-3.323042162103848	0.5411204496408115	1.80362799343604e-9	-2.7819217124630367	-3.8641626117446597	model_calculus
Bacillus sp. V3	medium	-0.5541963179403882	0.7742069256949713	0.6158047717163789	0.22001060775458314	-1.3284032436353594	model_calculus
Bacillus sp. V3	saliva	-3.3788926145200557	0.7121990707216491	3.6457974041298097e-6	-2.6666935437984067	-4.091091685241705	model_calculus
Bacillus beveridgei	medium	0.21685860857480976	0.48186489850035485	0.7787927269288253	0.6987235070751646	-0.2650062899255451	medium
Bacillus beveridgei	saliva	-2.231717676435502	0.49517803483191253	1.0670587472239754e-5	-1.7365396416035894	-2.7268957112674146	model_calculus
Bacillus infantis	medium	-0.48358585665650833	0.6069668426539622	0.5753527735249597	0.12338098599745384	-1.0905526993104706	model_calculus
Bacillus infantis	saliva	-2.9321621416668195	0.6175890655237972	3.6020640565398436e-6	-2.3145730761430223	-3.5497512071906168	model_calculus
Bacillus glycinifermentans	medium	-0.11151723456985319	0.5302641530845219	0.8944122388837074	0.4187469185146687	-0.6417813876543751	model_calculus
Bacillus glycinifermentans	saliva	-2.560093519580165	0.5423906136906156	4.089158791877572e-6	-2.017702905889549	-3.1024841332707807	model_calculus
Fictibacillus arsenicus	medium	0.1778412107894345	0.5516265746398253	0.8402499491238731	0.7294677854292598	-0.37378536385039085	medium
Fictibacillus arsenicus	saliva	-2.2707350742208776	0.5632933371007546	8.208145629160262e-5	-1.707441737120123	-2.8340284113216323	model_calculus
Sporosarcina sp. Te-1	medium	-3.2310522171903924	0.7870202555418407	2.4037066580428576e-4	-2.4440319616485517	-4.018072472732233	model_calculus
Sporosarcina sp. Te-1	saliva	-5.679628502200704	0.795241088228206	2.312353003145163e-12	-4.884387413972498	-6.47486959042891	model_calculus
Paenibacillus bovis	medium	-2.2798542329324234	0.47995498586199076	2.167772392748444e-5	-1.7998992470704327	-2.7598092187944143	model_calculus
Paenibacillus bovis	saliva	-4.7284305179427335	0.4933196673831496	3.5021183489223455e-21	-4.235110850559584	-5.221750185325883	model_calculus
Paenibacillus donghaensis	medium	0.015143379128831569	0.8626155315252799	0.9973269657280753	0.8777589106541115	-0.8474721523964484	medium
Paenibacillus donghaensis	saliva	-4.691059746217704	0.5770240123473588	1.2942293511164443e-15	-4.114035733870345	-5.268083758565062	model_calculus
Paenibacillus cellulosilyticus	medium	-0.7920234125146757	0.5505479921877857	0.24949041924390233	-0.24147542032688996	-1.3425714047024613	model_calculus
Paenibacillus cellulosilyticus	saliva	-3.2405996975249867	0.5622371363359412	1.6737408703622283e-8	-2.6783625611890454	-3.802836833860928	model_calculus
Gemella morbillorum	medium	1.0256121281156336	0.25982515718053006	4.031780042143783e-4	1.2854372852961637	0.7657869709351035	medium
Gemella morbillorum	saliva	-0.06705911251039276	0.18271888962261307	0.7453770177246688	0.11565977711222031	-0.24977800213300583	model_calculus
Gemella haemolysans	medium	1.3700393850885473	1.2778735698626171	0.41431448417229017	2.647912954951164	0.09216581522593015	medium
Gemella haemolysans	saliva	4.671784156549475	0.6125859226899504	6.801363825056692e-14	5.284370079239426	4.059198233859525	saliva
Gemella sanguinis	medium	6.446249976585312	1.5529607400602077	2.1219213366637722e-4	7.9992107166455195	4.893289236525105	medium
Gemella sanguinis	saliva	9.585664200006118	0.644977223753678	4.013175918180362e-49	10.230641423759796	8.94068697625244	saliva
Sporolactobacillus terrae	medium	-0.14772384836773855	0.6489522239556351	0.8826162929800613	0.5012283755878966	-0.7966760723233737	model_calculus
Sporolactobacillus terrae	saliva	-2.59630013337805	0.6588979395552866	1.1882822249791359e-4	-1.9374021938227637	-3.2551980729333367	model_calculus
Streptococcus sp. oral taxon 431	medium	3.5705367612324417	0.7303991203203956	2.1041496030991493e-5	4.300935881552837	2.840137640912046	medium
Streptococcus sp. oral taxon 431	saliva	5.5836823201330406	0.34868833951074685	8.059992152353504e-57	5.932370659643787	5.234993980622294	saliva
Streptococcus anginosus	medium	-0.9889077004647668	0.7125109104243846	0.2679118977144351	-0.2763967900403822	-1.7014186108891516	model_calculus
Streptococcus anginosus	saliva	-3.801588521660908	0.5842778949375885	1.7249248973434786e-10	-3.2173106267233194	-4.385866416598496	model_calculus
Streptococcus intermedius	medium	-0.7576681152075708	0.5420616679528272	0.2643053396619762	-0.21560644725474365	-1.299729783160398	model_calculus
Streptococcus intermedius	saliva	-1.928081258994141	0.49909823047312235	1.6282687476998012e-4	-1.4289830285210186	-2.4271794894672634	model_calculus
Streptococcus salivarius	medium	3.0060276314742445	0.6832677198125361	7.957175948617716e-5	3.6892953512867805	2.3227599116617084	medium
Streptococcus salivarius	saliva	1.8985144509997607	0.3443171910909659	6.903554268705851e-8	2.2428316420907266	1.5541972599087948	saliva
Streptococcus cristatus	medium	2.988709437536961	0.7754676030390676	5.601550227573289e-4	3.7641770405760284	2.2132418344978935	medium
Streptococcus cristatus	saliva	1.6569211020768777	0.38496559698331456	2.5888096984218555e-5	2.0418866990601923	1.2719555050935631	saliva
Streptococcus vestibularis	medium	2.5368547367710805	0.6186868896769658	2.4037066580428576e-4	3.1555416264480463	1.9181678470941148	medium
Streptococcus vestibularis	saliva	1.703335020731044	0.3184907962320595	1.7092229337854453e-7	2.0218258169631036	1.3848442244989845	saliva
Streptococcus sobrinus	medium	1.4873779426566907	0.3691086663968919	3.121093125904054e-4	1.8564866090535825	1.1182692762597988	medium
Streptococcus sobrinus	saliva	0.34047680404685443	0.30000854068325183	0.2978887185404911	0.6404853447301062	0.0404682633636026	saliva
Streptococcus gordonii	medium	2.0042321096589233	0.6464488629460048	0.006020681962648829	2.650680972604928	1.3577832467129185	medium
Streptococcus gordonii	saliva	1.7949992577186058	0.3588207317110305	1.0596093278844113e-6	2.1538199894296364	1.4361785260075752	saliva
Streptococcus mitis	medium	2.6843602961234048	0.6501781252348867	2.2936166021653338e-4	3.3345384213582916	2.034182170888518	medium
Streptococcus mitis	saliva	3.7677653152209745	0.3521465431886366	5.006828419685111e-26	4.119911858409611	3.415618772032338	saliva
Lactobacillus johnsonii	medium	-0.13910351370334673	1.0196225002147044	0.9256708447686235	0.8805189865113576	-1.158726013918051	model_calculus
Lactobacillus johnsonii	saliva	-1.378233797916595	1.375835622568416	0.3547663389424669	-0.002398175348178988	-2.754069420485011	model_calculus
Lactobacillus crispatus	medium	-0.3897289378285056	0.7746781588458436	0.7564943501631785	0.384949221017338	-1.1644070966743492	model_calculus
Lactobacillus crispatus	saliva	-3.3380264502152284	0.6741691378782462	1.3374578423273984e-6	-2.663857312336982	-4.0121955880934745	model_calculus
Lactobacillus iners	medium	-0.35570016654672276	0.48271056413121577	0.6057484149482155	0.127010397584493	-0.8384107306779385	model_calculus
Lactobacillus iners	saliva	-2.30431455624485	0.22844623738681513	2.614375725761758e-23	-2.075868318858035	-2.532760793631665	model_calculus
Lactobacillus jensenii	medium	1.4869842200281678	0.8987130033583618	0.1751273387243726	2.3856972233865297	0.588271216669806	medium
Lactobacillus jensenii	saliva	0.9289891017532677	0.6692503893650086	0.1990311638281857	1.5982394911182762	0.2597387123882591	saliva
Lactobacillus acidophilus	medium	-1.012509166319167	0.7490529044821729	0.2805738606774383	-0.2634562618369941	-1.76156207080134	model_calculus
Lactobacillus acidophilus	saliva	-3.9381539137760444	0.657552333492631	4.474028837505114e-9	-3.280601580283413	-4.595706247268676	model_calculus
Dolosigranulum pigrum	medium	-0.8190753289132284	0.8350021419521723	0.46927953867095706	0.015926813038943832	-1.6540774708654007	model_calculus
Dolosigranulum pigrum	saliva	-0.4362291428550523	0.2888779840393099	0.15958482438059818	-0.1473511588157424	-0.7251071268943623	model_calculus
Enterococcus faecalis	medium	0.009903860735833492	1.1032496508077188	0.9983545998939691	1.1131535115435522	-1.0933457900718853	medium
Enterococcus faecalis	saliva	-9.390531246044716	0.3687100093542673	1.9326247763475948e-141	-9.02182123669045	-9.759241255398983	model_calculus
Enterococcus casseliflavus	medium	0.05095846669926818	0.44253603490692406	0.9348846603287079	0.49349450160619224	-0.3915775682076559	medium
Enterococcus casseliflavus	saliva	-3.1224016585728513	0.34892781216525737	1.2073527657699134e-18	-2.773473846407594	-3.471329470738109	model_calculus
Enterococcus durans	medium	0.9609510421601626	0.5805046062368072	0.1751273387243726	1.54145564839697	0.38044643592335536	medium
Enterococcus durans	saliva	-4.128839036810918	0.3841483592983578	3.001379536302242e-26	-3.74469067751256	-4.512987396109276	model_calculus
Clostridium sp. DL-VIII	medium	-1.517653903841806	0.7047583348221474	0.06328760403674384	-0.8128955690196585	-2.2224122386639533	model_calculus
Clostridium sp. DL-VIII	saliva	-4.353350289942906	0.630560807402035	1.2112093738350083e-11	-3.722789482540871	-4.983911097344941	model_calculus
Clostridium sp. AWRP	medium	-1.6098882341366294	0.7877641810360535	0.08060879310371893	-0.8221240531005759	-2.397652415172683	model_calculus
Clostridium sp. AWRP	saliva	-5.4266176256427165	0.511070733577379	1.1219078163209788e-25	-4.915546892065338	-5.937688359220095	model_calculus
Clostridium sp. JN-9	medium	-0.8215465631853061	0.6603391987899649	0.32526082246303434	-0.1612073643953411	-1.481885761975271	model_calculus
Clostridium sp. JN-9	saliva	-5.926534446616835	0.36267265405770865	4.416743399170664e-59	-5.563861792559127	-6.289207100674544	model_calculus
Clostridium cochlearium	medium	-0.3092186715222902	0.8083433413164667	0.810252577149739	0.49912466979417647	-1.117562012838757	model_calculus
Clostridium cochlearium	saliva	-3.246829869354777	0.6835215871141422	3.5774834961702844e-6	-2.5633082822406346	-3.9303514564689195	model_calculus
Clostridium argentinense	medium	-0.18916553947257309	0.5750975371294555	0.8373654645720358	0.38593199765688246	-0.7642630766020286	model_calculus
Clostridium argentinense	saliva	-2.6377418244828847	0.5862974355952812	1.0962754033128718e-5	-2.0514443888876035	-3.224039260078166	model_calculus
Clostridium kluyveri	medium	-2.1586355974197025	0.4858501020702293	6.788252256552765e-5	-1.6727854953494732	-2.6444856994899317	model_calculus
Clostridium kluyveri	saliva	-4.607211882430013	0.49905693808912194	9.458907444202337e-20	-4.108154944340891	-5.106268820519135	model_calculus
Clostridium taeniosporum	medium	0.22088053086693182	0.7723442646490135	0.8577376246151829	0.9932247955159453	-0.5514637337820817	medium
Clostridium taeniosporum	saliva	-2.61481585523417	0.7052930486446365	2.9960568804845696e-4	-1.9095228065895333	-3.3201089038788063	model_calculus
Clostridium tyrobutyricum	medium	-0.1772393291010892	0.5849367994167383	0.8460051604322901	0.40769747031564907	-0.7621761285178275	model_calculus
Clostridium tyrobutyricum	saliva	-2.625815614111401	0.5959518143987271	1.6689024584394513e-5	-2.029863799712674	-3.221767428510128	model_calculus
Clostridium carboxidivorans	medium	0.23223078453716406	0.425261696491935	0.7350001458696153	0.6574924810290991	-0.19303091195477096	medium
Clostridium carboxidivorans	saliva	-2.2163455004731483	0.4402896958553949	9.118246590960569e-7	-1.7760558046177533	-2.6566351963285433	model_calculus
Clostridium aceticum	medium	-0.3408010199968865	0.8737967260250555	0.8064961134252081	0.532995706028169	-1.214597746021942	model_calculus
Clostridium aceticum	saliva	-5.217264897131968	0.49870131323658906	5.770443566930857e-25	-4.718563583895379	-5.715966210368557	model_calculus
Geosporobacter ferrireducens	medium	-0.788134251973136	0.8188428559170972	0.47854859962968765	0.030708603943961132	-1.6069771078902333	model_calculus
Geosporobacter ferrireducens	saliva	-3.602294464708608	1.127714438902155	0.0019499794198279546	-2.4745800258064534	-4.730008903610763	model_calculus
Crassaminicella sp. SY095	medium	-0.6104668598333265	0.9480774273781913	0.6651397320033171	0.33761056754486485	-1.5585442872115178	model_calculus
Crassaminicella sp. SY095	saliva	-4.165836573335854	1.110795021276471	2.537405335979207e-4	-3.055041552059383	-5.276631594612325	model_calculus
Caloranaerobacter azorensis	medium	0.1286476214208494	0.974588638051459	0.9265703583833997	1.1032362594723084	-0.8459410166306096	medium
Caloranaerobacter azorensis	saliva	-4.352511267560658	0.6299802135250667	1.1770355857947744e-11	-3.722531054035591	-4.982491481085725	model_calculus
Hungatella hathewayi	medium	-0.21954164687762057	0.9048566666371896	0.8781479033619142	0.685315019759569	-1.1243983135148101	model_calculus
Hungatella hathewayi	saliva	-2.8518588637288143	0.4512983118469958	5.819421197740969e-10	-2.4005605518818185	-3.30315717557581	model_calculus
Filifactor alocis	medium	0.4226897723441392	0.22259757370631897	0.1072353557978609	0.6452873460504581	0.2000921986378202	medium
Filifactor alocis	saliva	-1.6190388918646128	0.24644335134743328	1.1455717452488317e-10	-1.3725955405171795	-1.8654822432120461	model_calculus
Blautia producta	medium	-0.6297052089928032	0.6954036869309874	0.510103153764732	0.06569847793818417	-1.3251088959237907	model_calculus
Blautia producta	saliva	-2.6113755793989535	0.14500733999434076	1.678223534837591e-71	-2.4663682394046127	-2.7563829193932943	model_calculus
Lachnoclostridium sp. YL32	medium	-0.7414961144772996	0.8703749984816804	0.5413213391362605	0.12887888400438086	-1.61187111295898	model_calculus
Lachnoclostridium sp. YL32	saliva	-4.741806518166478	1.1442283528654655	5.153674483014173e-5	-3.5975781653010124	-5.886034871031944	model_calculus
Anaerocolumna cellulosilytica	medium	-0.7627452686112777	0.7048659908777113	0.4094961659480706	-0.05787927773356638	-1.467611259488989	model_calculus
Anaerocolumna cellulosilytica	saliva	-5.783139001885477	0.45976571642994635	1.5023786372527928e-35	-5.3233732854555305	-6.242904718315423	model_calculus
Enterocloster bolteae	medium	0.005545543641110262	0.6044559177462153	0.9983545998939691	0.6100014613873256	-0.5989103741051051	medium
Enterocloster bolteae	saliva	-3.328002765624866	0.16206317553737312	1.7489960043706377e-92	-3.165939590087493	-3.490065941162239	model_calculus
Pseudobutyrivibrio xylanivorans	medium	0.3319473129186652	0.6373529097235495	0.7485689352380962	0.9693002226422147	-0.3054055968048843	medium
Pseudobutyrivibrio xylanivorans	saliva	-2.442757002501685	0.11881062910065388	1.100342013255442e-92	-2.3239463734010313	-2.5615676316023386	model_calculus
Acetivibrio clariflavus	medium	-1.806027029637972	0.5780715399826816	0.005674666854383727	-1.2279554896552902	-2.3840985696206536	model_calculus
Acetivibrio clariflavus	saliva	-4.254603314648284	0.5892149108018114	1.3376629621067688e-12	-3.6653884038464724	-4.843818225450095	model_calculus
Thermaerobacter sp. FW80	medium	0.2289478568052814	0.4603455537220157	0.7564943501631785	0.6892934105272971	-0.23139769691673429	medium
Thermaerobacter sp. FW80	saliva	-2.2196284282050303	0.474263149111194	4.8980654535412165e-6	-1.7453652790938363	-2.6938915773162244	model_calculus
Dehalobacterium formicoaceticum	medium	0.22779797853867945	0.5284151273681331	0.7845221941923415	0.7562131059068126	-0.3006171488294537	medium
Dehalobacterium formicoaceticum	saliva	-2.2207783064716327	0.5405830672567518	5.9496741600652145e-5	-1.680195239214881	-2.761361373728384	model_calculus
Faecalibacillus intestinalis	medium	-0.1388491451526106	0.5455954678871391	0.8730175476569568	0.4067463227345285	-0.6844446130397497	model_calculus
Faecalibacillus intestinalis	saliva	-2.5874254301629227	0.5573884824359251	5.809998767679892e-6	-2.0300369477269977	-3.1448139125988477	model_calculus
Selenomonas sp. oral taxon 920	medium	-4.37251659126359	0.8280358572512894	3.777242631661911e-6	-3.544480734012301	-5.2005524485148795	model_calculus
Selenomonas sp. oral taxon 920	saliva	-4.135636600253639	0.4308186282152015	3.074089011237728e-21	-3.704817972038437	-4.56645522846884	model_calculus
Selenomonas ruminantium	medium	-0.9241862405273258	0.7246021632975813	0.3120969644394703	-0.19958407722974447	-1.648788403824907	model_calculus
Selenomonas ruminantium	saliva	-6.97713464604437	0.2117143182007776	4.150894278198522e-236	-6.765420327843593	-7.188848964245148	model_calculus
Finegoldia magna	medium	-0.8442509259641704	0.4168147230505393	0.08373267263813937	-0.4274362029136311	-1.2610656490147096	model_calculus
Finegoldia magna	saliva	-4.767832023097123	0.3685071461160645	1.5547559563081563e-37	-4.3993248769810585	-5.136339169213187	model_calculus
Anaerococcus prevotii	medium	-0.4957393423042944	0.5313844405602294	0.4940124428566851	0.03564509825593498	-1.0271237828645239	model_calculus
Anaerococcus prevotii	saliva	-6.186350232490919	1.0294042751420356	3.96660239520278e-9	-5.156945957348883	-7.215754507632955	model_calculus
Parvimonas micra	medium	-0.940383188217095	0.44910896764783326	0.07195095913574265	-0.49127422056926173	-1.3894921558649282	model_calculus
Parvimonas micra	saliva	-3.041968434310175	0.5131802360160975	6.437487218983287e-9	-2.5287881982940776	-3.5551486703262727	model_calculus
Gottschalkia acidurici	medium	0.4097132278860751	0.9602727307710739	0.785692761369715	1.369985958657149	-0.5505595028849988	medium
Gottschalkia acidurici	saliva	-4.415274463024112	0.6621823757585278	5.975569806225684e-11	-3.7530920872655837	-5.0774568387826395	model_calculus
Tissierellia sp. JN-28	medium	-0.7898113436731515	0.8518541491315573	0.49622135350995644	0.06204280545840579	-1.6416654928047087	model_calculus
Tissierellia sp. JN-28	saliva	-4.506535668300678	0.6878757035876844	1.2863227951664306e-10	-3.818659964712994	-5.194411371888362	model_calculus
Brevibacterium linens	medium	1.1369495875628148	0.7650306080796689	0.2300398350939094	1.9019801956424838	0.3719189794831459	medium
Brevibacterium linens	saliva	-1.3807578867797599	1.2066400188226598	0.2943038686187231	-0.17411786795710005	-2.58739790560242	model_calculus
Microbacterium oxydans	medium	1.1971011277931305	0.2537629400117241	2.167772392748444e-5	1.4508640678048546	0.9433381877814064	medium
Microbacterium oxydans	saliva	3.5899941923212992	0.40031974395006703	1.0236738941400906e-18	3.990313936271366	3.1896744483712323	saliva
Microbacterium oleivorans	medium	-1.7710260445888433	0.46219986052848533	5.992891852481466e-4	-1.3088261840603579	-2.2332259051173287	model_calculus
Microbacterium oleivorans	saliva	-4.219602329599155	0.4760632487871637	2.5501221671184025e-18	-3.7435390808119915	-4.695665578386319	model_calculus
Microbacterium lemovicicum	medium	2.5539159872040367	0.6372836412192473	3.3231036555837675e-4	3.191199628423284	1.9166323459847894	medium
Microbacterium lemovicicum	saliva	-1.2514751572171832	0.27821418996275404	1.0962754033128718e-5	-0.9732609672544291	-1.529689347179937	model_calculus
Curtobacterium flaccumfaciens	medium	0.22567714272170103	0.4512193906465154	0.7564943501631785	0.6768965333682164	-0.22554224792481437	medium
Curtobacterium flaccumfaciens	saliva	-2.222899142288611	0.4654099743974662	3.1595701253850147e-6	-1.7574891678911448	-2.688309116686077	model_calculus
Microterricola viridarii	medium	-0.4275829343696773	0.5665666583215646	0.6020536645028394	0.1389837239518873	-0.9941495926912419	model_calculus
Microterricola viridarii	saliva	-1.4282240787620955	1.1371679515117332	0.24786339511725963	-0.29105612725036223	-2.565392030273829	model_calculus
Brachybacterium sp. P6-10-X1	medium	1.6706424024048296	0.5733938060418821	0.009385343832578413	2.244036208446712	1.0972485963629475	medium
Brachybacterium sp. P6-10-X1	saliva	-0.10975820024705296	1.0567573651152424	0.9251628226676891	0.9469991648681895	-1.1665155653622954	model_calculus
Arthrobacter sp. QXT-31	medium	-0.07197793696916155	0.48800397068261336	0.9249368083041982	0.4160260337134518	-0.5599819076517749	model_calculus
Arthrobacter sp. QXT-31	saliva	2.290979802252126	0.5188195896472877	1.6032468321555654e-5	2.8097993918994137	1.7721602126048386	saliva
Arthrobacter alpinus	medium	0.5632419761819636	0.41715543602243127	0.2805738606774383	0.9803974122043948	0.14608654015953232	medium
Arthrobacter alpinus	saliva	2.6915325604361424	0.4155696670533269	2.0881988065025887e-10	3.1071022274894693	2.2759628933828155	saliva
