SampleID	source	taxon	count
SYN001.A0101	indoor_air	Streptococcus thermophilus	18
SYN001.A0101	indoor_air	Rothia mucilaginosa	76
SYN001.A0101	indoor_air	Homo sapiens	1
SYN001.A0101	indoor_air	Enterococcus thailandicus	1
SYN001.A0101	indoor_air	Streptococcus sp. FDAARGOS_192	1
SYN001.A0101	modern calculus	Lautropia mirabilis	66
SYN001.A0101	modern calculus	Neisseria meningitidis	4
SYN001.A0101	modern calculus	Gemella morbillorum	1
SYN001.A0101	modern calculus	Streptococcus cristatus	3
SYN001.A0101	modern calculus	Streptococcus gordonii	2
SYN001.A0101	modern calculus	Rothia aeria	16
SYN001.A0101	modern calculus	Rothia dentocariosa	14
SYN001.A0101	modern calculus	Rothia mucilaginosa	19
SYN001.A0101	modern calculus	Pseudopropionibacterium propionicum	66
SYN001.A0101	modern calculus	Corynebacterium matruchotii	3
SYN001.A0101	modern calculus	Actinomyces sp. oral taxon 414	10
SYN001.A0101	modern calculus	Actinomyces sp. HMT 175	4
SYN001.A0101	modern calculus	Actinomyces weissii	10
SYN001.A0101	modern calculus	Actinomyces oris	2
SYN001.A0101	modern calculus	Schaalia odontolytica	34
SYN001.A0101	modern calculus	Capnocytophaga sputigena	4
SYN001.A0101	modern calculus	Candidatus Nanosynbacter lyticus	1
SYN001.A0101	modern calculus	Streptococcus oralis	11
SYN001.A0101	modern calculus	Streptococcus sanguinis	21
SYN001.A0101	modern calculus	Abiotrophia defectiva	4
SYN001.A0101	modern calculus	Selenomonas sp. oral taxon 126	1
SYN001.A0101	modern calculus	Neisseria elongata	3
SYN001.A0101	modern calculus	Treponema denticola	1
SYN001.A0101	modern calculus	Actinomyces sp. oral taxon 169	4
SYN001.A0101	modern calculus	Treponema socranskii	6
SYN001.A0101	modern calculus	Actinomyces sp. oral taxon 171	1
SYN001.A0101	modern calculus	Eikenella corrodens	16
SYN001.A0101	modern calculus	Kingella denitrificans	10
SYN001.A0101	modern calculus	Neisseria sicca	3
SYN001.A0101	modern calculus	Neisseria subflava	3
SYN001.A0101	modern calculus	Neisseria mucosa	6
SYN001.A0101	modern calculus	Capnocytophaga sp. oral taxon 878	19
SYN001.A0101	modern calculus	Actinomyces sp. HMT897	9
SYN001.A0101	modern calculus	Capnocytophaga gingivalis	2
SYN001.A0101	modern calculus	Streptococcus sp. 1643	1
SYN001.A0101	plaque	Haemophilus parainfluenzae	2
SYN001.A0101	plaque	Lautropia mirabilis	6
SYN001.A0101	plaque	Neisseria meningitidis	1
SYN001.A0101	plaque	Streptococcus cristatus	5
SYN001.A0101	plaque	Rothia aeria	9
SYN001.A0101	plaque	Rothia dentocariosa	104
SYN001.A0101	plaque	Rothia mucilaginosa	18
SYN001.A0101	plaque	Pseudopropionibacterium propionicum	13
SYN001.A0101	plaque	Corynebacterium matruchotii	7
SYN001.A0101	plaque	Actinomyces sp. HMT 175	13
SYN001.A0101	plaque	Actinomyces oris	5
SYN001.A0101	plaque	Schaalia odontolytica	4
SYN001.A0101	plaque	Capnocytophaga sputigena	4
SYN001.A0101	plaque	Prevotella intermedia	3
SYN001.A0101	plaque	Prevotella fusca	1
SYN001.A0101	plaque	Prevotella oris	2
SYN001.A0101	plaque	Actinomyces naeslundii	2
SYN001.A0101	plaque	Streptococcus oralis	17
SYN001.A0101	plaque	Streptococcus sanguinis	11
SYN001.A0101	plaque	Enterococcus thailandicus	2
SYN001.A0101	plaque	Neisseria sp. oral taxon 014	4
SYN001.A0101	plaque	Actinomyces sp. oral taxon 169	16
SYN001.A0101	plaque	Treponema socranskii	4
SYN001.A0101	plaque	Actinomyces sp. oral taxon 171	2
SYN001.A0101	plaque	Eikenella corrodens	4
SYN001.A0101	plaque	Neisseria mucosa	2
SYN001.A0101	plaque	Veillonella parvula	1
SYN001.A0101	plaque	Streptococcus australis	18
SYN001.A0101	plaque	Capnocytophaga sp. oral taxon 878	1
SYN001.A0101	plaque	Actinomyces sp. HMT897	1
SYN001.A0101	plaque	Streptococcus pneumoniae	1
SYN001.A0101	plaque	Capnocytophaga gingivalis	2
SYN001.A0101	plaque	Streptococcus sp. 1643	9
SYN001.A0101	plaque	Streptococcus sp. HSISM1	2
SYN001.A0101	saliva	Haemophilus parainfluenzae	38
SYN001.A0101	saliva	Lautropia mirabilis	27
SYN001.A0101	saliva	Neisseria meningitidis	25
SYN001.A0101	saliva	Campylobacter concisus	10
SYN001.A0101	saliva	Gemella morbillorum	9
SYN001.A0101	saliva	Gemella sanguinis	120
SYN001.A0101	saliva	Streptococcus equinus	1
SYN001.A0101	saliva	Streptococcus sp. oral taxon 431	160
SYN001.A0101	saliva	Streptococcus iniae	1
SYN001.A0101	saliva	Streptococcus salivarius	837
SYN001.A0101	saliva	Streptococcus acidominimus	3
SYN001.A0101	saliva	Streptococcus merionis	1
SYN001.A0101	saliva	Streptococcus pantholopis	8
SYN001.A0101	saliva	Streptococcus suis	10
SYN001.A0101	saliva	Streptococcus cristatus	102
SYN001.A0101	saliva	Streptococcus gwangjuense	10
SYN001.A0101	saliva	Streptococcus gordonii	8
SYN001.A0101	saliva	Streptococcus mitis	110
SYN001.A0101	saliva	Veillonella nakazawae	40
SYN001.A0101	saliva	Rothia aeria	55
SYN001.A0101	saliva	Rothia dentocariosa	22
SYN001.A0101	saliva	Rothia mucilaginosa	4545
SYN001.A0101	saliva	Corynebacterium bovis	2
SYN001.A0101	saliva	Actinomyces oris	3
SYN001.A0101	saliva	Actinomyces pacaensis	20
SYN001.A0101	saliva	Schaalia odontolytica	202
SYN001.A0101	saliva	Cryptobacterium curtum	3
SYN001.A0101	saliva	Lancefieldella parvula	20
SYN001.A0101	saliva	Fusobacterium pseudoperiodonticum	10
SYN001.A0101	saliva	Capnocytophaga sputigena	2
SYN001.A0101	saliva	Prevotella intermedia	47
SYN001.A0101	saliva	Prevotella fusca	19
SYN001.A0101	saliva	Prevotella oris	18
SYN001.A0101	saliva	Candidatus Nanosynbacter lyticus	9
SYN001.A0101	saliva	Homo sapiens	142
SYN001.A0101	saliva	Actinomyces naeslundii	8
SYN001.A0101	saliva	Streptococcus sp. oral taxon 061	150
SYN001.A0101	saliva	Streptococcus oralis	192
SYN001.A0101	saliva	Streptococcus sanguinis	37
SYN001.A0101	saliva	Streptococcus parasanguinis	409
SYN001.A0101	saliva	Enterococcus thailandicus	1
SYN001.A0101	saliva	Abiotrophia defectiva	46
SYN001.A0101	saliva	Mogibacterium diversum	30
SYN001.A0101	saliva	Selenomonas sp. oral taxon 126	9
SYN001.A0101	saliva	Neisseria sp. oral taxon 014	36
SYN001.A0101	saliva	Neisseria elongata	27
SYN001.A0101	saliva	Prevotella melaninogenica	50
SYN001.A0101	saliva	Treponema denticola	9
SYN001.A0101	saliva	Actinomyces sp. oral taxon 171	7
SYN001.A0101	saliva	Neisseria cinerea	10
SYN001.A0101	saliva	Neisseria sicca	87
SYN001.A0101	saliva	Neisseria subflava	126
SYN001.A0101	saliva	Neisseria mucosa	32
SYN001.A0101	saliva	Neisseria flavescens	20
SYN001.A0101	saliva	Veillonella parvula	9
SYN001.A0101	saliva	Streptococcus australis	241
SYN001.A0101	saliva	Streptococcus sp. I-P16	70
SYN001.A0101	saliva	Streptococcus pneumoniae	29
SYN001.A0101	saliva	Streptococcus sp. A12	210
SYN001.A0101	saliva	Capnocytophaga gingivalis	6
SYN001.A0101	saliva	Streptococcus sp. NPS 308	10
SYN001.A0101	saliva	Streptococcus sp. oral taxon 064	10
SYN001.A0101	saliva	Streptococcus sp. I-G2	20
SYN001.A0101	saliva	Streptococcus sp. LPB0220	190
SYN001.A0101	saliva	Streptococcus sp. HSISM1	297
SYN001.A0101	saliva	Streptococcus sp. FDAARGOS_192	5
SYN001.A0101	saliva	Streptococcus koreensis	3
SYN001.A0101	sediment	Streptococcus equinus	18
SYN001.A0101	sediment	Homo sapiens	7
SYN001.A0101	sediment	Streptococcus koreensis	1
SYN001.A0101	skin	Lautropia mirabilis	1
SYN001.A0101	skin	Streptococcus thermophilus	2
SYN001.A0101	skin	Rothia mucilaginosa	49
SYN001.A0101	skin	Actinomyces sp. HMT 175	3
SYN001.A0101	skin	Streptococcus sanguinis	1
SYN001.A0101	skin	Streptococcus parasanguinis	1
SYN001.A0101	skin	Neisseria subflava	1
SYN001.A0101	stool	Streptococcus salivarius	3
SYN001.A0101	stool	Streptococcus merionis	1
SYN001.A0101	Unknown	Streptococcus equinus	1
SYN001.A0101	Unknown	Streptococcus iniae	9
SYN001.A0101	Unknown	Streptococcus acidominimus	7
SYN001.A0101	Unknown	Streptococcus merionis	8
SYN001.A0101	Unknown	Streptococcus pantholopis	12
SYN001.A0101	Unknown	Rothia mucilaginosa	3
SYN001.A0101	Unknown	Pseudopropionibacterium propionicum	1
SYN001.A0101	Unknown	Corynebacterium bovis	8
SYN001.A0101	Unknown	Cryptobacterium curtum	7
SYN001.A0101	Unknown	Enterococcus thailandicus	6
SYN001.A0101	Unknown	Streptococcus australis	1
SYN001.A0101	Unknown	Streptococcus sp. HSISM1	1
SYN001.A0101	Unknown	Streptococcus sp. FDAARGOS_192	14
SYN001.A0101	Unknown	Streptococcus koreensis	36
SYN002.A0101	indoor_air	Streptococcus thermophilus	32
SYN002.A0101	indoor_air	Rothia mucilaginosa	38
SYN002.A0101	indoor_air	Abiotrophia defectiva	2
SYN002.A0101	indoor_air	Streptococcus pneumoniae	1
SYN002.A0101	modern calculus	Haemophilus parainfluenzae	1
SYN002.A0101	modern calculus	Aggregatibacter aphrophilus	1
SYN002.A0101	modern calculus	Kingella oralis	1
SYN002.A0101	modern calculus	Gemella morbillorum	2
SYN002.A0101	modern calculus	Streptococcus acidominimus	2
SYN002.A0101	modern calculus	Streptococcus cristatus	2
SYN002.A0101	modern calculus	Streptococcus gordonii	2
SYN002.A0101	modern calculus	Jeotgalibaca dankookensis	1
SYN002.A0101	modern calculus	Rothia aeria	4
SYN002.A0101	modern calculus	Rothia dentocariosa	10
SYN002.A0101	modern calculus	Rothia mucilaginosa	11
SYN002.A0101	modern calculus	Pseudopropionibacterium propionicum	33
SYN002.A0101	modern calculus	Corynebacterium matruchotii	1
SYN002.A0101	modern calculus	Actinomyces sp. HMT 175	1
SYN002.A0101	modern calculus	Actinomyces oris	3
SYN002.A0101	modern calculus	Schaalia odontolytica	31
SYN002.A0101	modern calculus	Olsenella sp. oral taxon 807	7
SYN002.A0101	modern calculus	Leptotrichia sp. oral taxon 212	2
SYN002.A0101	modern calculus	Capnocytophaga sputigena	1
SYN002.A0101	modern calculus	Tannerella forsythia	6
SYN002.A0101	modern calculus	Actinomyces naeslundii	1
SYN002.A0101	modern calculus	Streptococcus sp. oral taxon 061	1
SYN002.A0101	modern calculus	Streptococcus oralis	14
SYN002.A0101	modern calculus	Streptococcus sanguinis	35
SYN002.A0101	modern calculus	Abiotrophia defectiva	12
SYN002.A0101	modern calculus	Cardiobacterium hominis	12
SYN002.A0101	modern calculus	Actinomyces sp. oral taxon 169	3
SYN002.A0101	modern calculus	Actinomyces sp. oral taxon 171	1
SYN002.A0101	modern calculus	Kingella denitrificans	19
SYN002.A0101	modern calculus	Neisseria sicca	2
SYN002.A0101	modern calculus	Neisseria mucosa	5
SYN002.A0101	modern calculus	Capnocytophaga gingivalis	4
SYN002.A0101	modern calculus	Streptococcus sp. NPS 308	1
SYN002.A0101	modern calculus	Streptococcus sp. 1643	3
SYN002.A0101	modern calculus	Streptococcus sp. HSISS3	1
SYN002.A0101	modern calculus	Streptococcus koreensis	2
SYN002.A0101	modern calculus	Capnocytophaga leadbetteri	2
SYN002.A0101	plaque	Haemophilus parainfluenzae	1
SYN002.A0101	plaque	Aggregatibacter aphrophilus	1
SYN002.A0101	plaque	Kingella oralis	9
SYN002.A0101	plaque	Gemella morbillorum	6
SYN002.A0101	plaque	Gemella haemolysans	1
SYN002.A0101	plaque	Streptococcus intermedius	10
SYN002.A0101	plaque	Streptococcus pseudoporcinus	10
SYN002.A0101	plaque	Streptococcus cristatus	6
SYN002.A0101	plaque	Streptococcus vestibularis	1
SYN002.A0101	plaque	Streptococcus gwangjuense	1
SYN002.A0101	plaque	Streptococcus gordonii	2
SYN002.A0101	plaque	Streptococcus mitis	3
SYN002.A0101	plaque	Rothia aeria	15
SYN002.A0101	plaque	Rothia dentocariosa	132
SYN002.A0101	plaque	Rothia mucilaginosa	20
SYN002.A0101	plaque	Pseudopropionibacterium propionicum	17
SYN002.A0101	plaque	Corynebacterium matruchotii	39
SYN002.A0101	plaque	Actinomyces sp. HMT 175	18
SYN002.A0101	plaque	Actinomyces viscosus	10
SYN002.A0101	plaque	Actinomyces oris	22
SYN002.A0101	plaque	Schaalia odontolytica	8
SYN002.A0101	plaque	Schaalia meyeri	1
SYN002.A0101	plaque	Olsenella sp. oral taxon 807	9
SYN002.A0101	plaque	Leptotrichia sp. oral taxon 212	4
SYN002.A0101	plaque	Capnocytophaga sputigena	6
SYN002.A0101	plaque	Prevotella intermedia	1
SYN002.A0101	plaque	Prevotella denticola	1
SYN002.A0101	plaque	Actinomyces naeslundii	8
SYN002.A0101	plaque	Streptococcus oralis	85
SYN002.A0101	plaque	Streptococcus sanguinis	46
SYN002.A0101	plaque	Cardiobacterium hominis	28
SYN002.A0101	plaque	Neisseria sp. oral taxon 014	2
SYN002.A0101	plaque	Tannerella sp. oral taxon HOT-286	4
SYN002.A0101	plaque	Treponema denticola	2
SYN002.A0101	plaque	Actinomyces sp. oral taxon 169	37
SYN002.A0101	plaque	Actinomyces sp. oral taxon 171	22
SYN002.A0101	plaque	Neisseria sicca	2
SYN002.A0101	plaque	Neisseria mucosa	1
SYN002.A0101	plaque	Veillonella parvula	2
SYN002.A0101	plaque	Streptococcus australis	35
SYN002.A0101	plaque	Capnocytophaga gingivalis	7
SYN002.A0101	plaque	Streptococcus sp. 1643	7
SYN002.A0101	plaque	Streptococcus sp. oral taxon 064	1
SYN002.A0101	plaque	Streptococcus sp. 116-D4	1
SYN002.A0101	plaque	Streptococcus sp. HSISM1	3
SYN002.A0101	plaque	Capnocytophaga leadbetteri	1
SYN002.A0101	saliva	Haemophilus parainfluenzae	8
SYN002.A0101	saliva	Aggregatibacter aphrophilus	8
SYN002.A0101	saliva	Gemella morbillorum	32
SYN002.A0101	saliva	Gemella haemolysans	19
SYN002.A0101	saliva	Gemella sanguinis	200
SYN002.A0101	saliva	Streptococcus equinus	1
SYN002.A0101	saliva	Streptococcus sp. oral taxon 431	269
SYN002.A0101	saliva	Streptococcus sp. HSISS2	30
SYN002.A0101	saliva	Streptococcus anginosus	10
SYN002.A0101	saliva	Streptococcus salivarius	569
SYN002.A0101	saliva	Streptococcus acidominimus	3
SYN002.A0101	saliva	Streptococcus cristatus	131
SYN002.A0101	saliva	Streptococcus vestibularis	49
SYN002.A0101	saliva	Streptococcus gwangjuense	9
SYN002.A0101	saliva	Streptococcus gordonii	16
SYN002.A0101	saliva	Streptococcus mitis	227
SYN002.A0101	saliva	Rothia aeria	21
SYN002.A0101	saliva	Rothia dentocariosa	8
SYN002.A0101	saliva	Rothia mucilaginosa	3646
SYN002.A0101	saliva	Actinomyces sp. HMT 175	1
SYN002.A0101	saliva	Actinomyces oris	15
SYN002.A0101	saliva	Actinomyces pacaensis	20
SYN002.A0101	saliva	Schaalia odontolytica	321
SYN002.A0101	saliva	Schaalia meyeri	1
SYN002.A0101	saliva	Olsenella sp. oral taxon 807	4
SYN002.A0101	saliva	Lancefieldella parvula	10
SYN002.A0101	saliva	Leptotrichia sp. oral taxon 212	13
SYN002.A0101	saliva	Capnocytophaga sputigena	3
SYN002.A0101	saliva	Prevotella intermedia	19
SYN002.A0101	saliva	Prevotella denticola	9
SYN002.A0101	saliva	Prevotella dentalis	10
SYN002.A0101	saliva	Prevotella sp. oral taxon 299	10
SYN002.A0101	saliva	Tannerella forsythia	4
SYN002.A0101	saliva	Porphyromonas gingivalis	10
SYN002.A0101	saliva	Corynebacterium argentoratense	1
SYN002.A0101	saliva	Actinomyces naeslundii	11
SYN002.A0101	saliva	Streptococcus sp. oral taxon 061	377
SYN002.A0101	saliva	Streptococcus oralis	459
SYN002.A0101	saliva	Streptococcus sanguinis	159
SYN002.A0101	saliva	Streptococcus parasanguinis	418
SYN002.A0101	saliva	Abiotrophia defectiva	106
SYN002.A0101	saliva	Mogibacterium diversum	20
SYN002.A0101	saliva	Neisseria sp. oral taxon 014	18
SYN002.A0101	saliva	Prevotella melaninogenica	30
SYN002.A0101	saliva	Tannerella sp. oral taxon HOT-286	16
SYN002.A0101	saliva	Treponema denticola	7
SYN002.A0101	saliva	Actinomyces sp. oral taxon 171	27
SYN002.A0101	saliva	Neisseria sicca	66
SYN002.A0101	saliva	Neisseria subflava	40
SYN002.A0101	saliva	Neisseria mucosa	24
SYN002.A0101	saliva	Veillonella parvula	8
SYN002.A0101	saliva	Streptococcus australis	204
SYN002.A0101	saliva	Streptococcus sp. I-P16	50
SYN002.A0101	saliva	Streptococcus himalayensis	1
SYN002.A0101	saliva	Streptococcus pneumoniae	39
SYN002.A0101	saliva	Streptococcus sp. A12	200
SYN002.A0101	saliva	Streptococcus agalactiae	1
SYN002.A0101	saliva	Capnocytophaga gingivalis	9
SYN002.A0101	saliva	Streptococcus sp. NPS 308	19
SYN002.A0101	saliva	Streptococcus sp. oral taxon 064	9
SYN002.A0101	saliva	Streptococcus sp. 116-D4	29
SYN002.A0101	saliva	Streptococcus sp. I-G2	40
SYN002.A0101	saliva	Streptococcus sp. LPB0220	410
SYN002.A0101	saliva	Streptococcus sp. HSISM1	287
SYN002.A0101	saliva	Streptococcus sp. HSISS3	2
SYN002.A0101	saliva	Streptococcus koreensis	21
SYN002.A0101	saliva	Capnocytophaga leadbetteri	7
SYN002.A0101	saliva	Streptococcus sp. FDAARGOS_522	1
SYN002.A0101	saliva	Streptococcus sp. HSISS1	4
SYN002.A0101	sediment	Streptococcus equinus	8
SYN002.A0101	skin	Streptococcus thermophilus	6
SYN002.A0101	skin	Streptococcus cristatus	1
SYN002.A0101	skin	Coprococcus sp. ART55/1	1
SYN002.A0101	skin	Rothia mucilaginosa	33
SYN002.A0101	skin	Streptococcus sp. oral taxon 061	2
SYN002.A0101	skin	Streptococcus oralis	2
SYN002.A0101	skin	Streptococcus parasanguinis	2
SYN002.A0101	stool	Streptococcus salivarius	1
SYN002.A0101	stool	Coprococcus sp. ART55/1	9
SYN002.A0101	stool	Corynebacterium argentoratense	7
SYN002.A0101	stool	Treponema denticola	1
SYN002.A0101	Unknown	Streptococcus equinus	1
SYN002.A0101	Unknown	Streptococcus sp. oral taxon 431	1
SYN002.A0101	Unknown	Streptococcus acidominimus	15
SYN002.A0101	Unknown	Streptococcus thermophilus	2
SYN002.A0101	Unknown	Jeotgalibaca dankookensis	9
SYN002.A0101	Unknown	Rothia mucilaginosa	2
SYN002.A0101	Unknown	Schaalia meyeri	8
SYN002.A0101	Unknown	Leptotrichia sp. oral taxon 212	1
SYN002.A0101	Unknown	Corynebacterium argentoratense	2
SYN002.A0101	Unknown	Kingella denitrificans	1
SYN002.A0101	Unknown	Streptococcus australis	1
SYN002.A0101	Unknown	Streptococcus himalayensis	9
SYN002.A0101	Unknown	Streptococcus agalactiae	9
SYN002.A0101	Unknown	Streptococcus sp. HSISS3	7
SYN002.A0101	Unknown	Streptococcus koreensis	47
SYN002.A0101	Unknown	Streptococcus sp. FDAARGOS_522	9
SYN002.A0101	Unknown	Streptococcus sp. HSISS1	16
SYN003.A0101	indoor_air	Streptococcus dysgalactiae	1
SYN003.A0101	indoor_air	Streptococcus thermophilus	14
SYN003.A0101	indoor_air	Rothia mucilaginosa	22
SYN003.A0101	indoor_air	Homo sapiens	1
SYN003.A0101	indoor_air	Abiotrophia defectiva	4
SYN003.A0101	modern calculus	Lautropia mirabilis	83
SYN003.A0101	modern calculus	Neisseria meningitidis	7
SYN003.A0101	modern calculus	Gemella morbillorum	3
SYN003.A0101	modern calculus	Streptococcus cristatus	9
SYN003.A0101	modern calculus	Streptococcus gordonii	16
SYN003.A0101	modern calculus	Rothia aeria	41
SYN003.A0101	modern calculus	Rothia dentocariosa	25
SYN003.A0101	modern calculus	Rothia mucilaginosa	17
SYN003.A0101	modern calculus	Pseudopropionibacterium propionicum	54
SYN003.A0101	modern calculus	Actinomyces sp. HMT 175	2
SYN003.A0101	modern calculus	Actinomyces qiguomingii	10
SYN003.A0101	modern calculus	Actinomyces oris	9
SYN003.A0101	modern calculus	Schaalia odontolytica	101
SYN003.A0101	modern calculus	Frankia sp. EAN1pec	1
SYN003.A0101	modern calculus	Olsenella sp. oral taxon 807	5
SYN003.A0101	modern calculus	Capnocytophaga sputigena	26
SYN003.A0101	modern calculus	Porphyromonas gingivalis	3
SYN003.A0101	modern calculus	Streptococcus sp. oral taxon 061	3
SYN003.A0101	modern calculus	Streptococcus oralis	35
SYN003.A0101	modern calculus	Streptococcus sanguinis	63
SYN003.A0101	modern calculus	Abiotrophia defectiva	35
SYN003.A0101	modern calculus	Cardiobacterium hominis	9
SYN003.A0101	modern calculus	Neisseria sp. oral taxon 014	2
SYN003.A0101	modern calculus	Neisseria chenwenguii	1
SYN003.A0101	modern calculus	Neisseria elongata	5
SYN003.A0101	modern calculus	Treponema sp. OMZ 804	2
SYN003.A0101	modern calculus	Actinomyces sp. oral taxon 169	4
SYN003.A0101	modern calculus	Actinomyces sp. oral taxon 171	1
SYN003.A0101	modern calculus	Kingella denitrificans	10
SYN003.A0101	modern calculus	Neisseria cinerea	2
SYN003.A0101	modern calculus	Neisseria sicca	11
SYN003.A0101	modern calculus	Neisseria mucosa	68
SYN003.A0101	modern calculus	Neisseria flavescens	1
SYN003.A0101	modern calculus	Capnocytophaga sp. oral taxon 323	7
SYN003.A0101	modern calculus	Capnocytophaga haemolytica	19
SYN003.A0101	modern calculus	Capnocytophaga endodontalis	3
SYN003.A0101	modern calculus	Streptococcus sp. 1643	5
SYN003.A0101	plaque	Haemophilus parainfluenzae	4
SYN003.A0101	plaque	Lautropia mirabilis	11
SYN003.A0101	plaque	Neisseria meningitidis	7
SYN003.A0101	plaque	Campylobacter concisus	1
SYN003.A0101	plaque	Gemella morbillorum	1
SYN003.A0101	plaque	Gemella haemolysans	1
SYN003.A0101	plaque	Streptococcus canis	5
SYN003.A0101	plaque	Streptococcus cristatus	18
SYN003.A0101	plaque	Streptococcus gwangjuense	5
SYN003.A0101	plaque	Streptococcus gordonii	14
SYN003.A0101	plaque	Streptococcus mitis	5
SYN003.A0101	plaque	Rothia aeria	66
SYN003.A0101	plaque	Rothia dentocariosa	167
SYN003.A0101	plaque	Rothia mucilaginosa	23
SYN003.A0101	plaque	Pseudopropionibacterium propionicum	16
SYN003.A0101	plaque	Actinomyces sp. HMT 175	17
SYN003.A0101	plaque	Actinomyces viscosus	10
SYN003.A0101	plaque	Actinomyces oris	52
SYN003.A0101	plaque	Schaalia odontolytica	18
SYN003.A0101	plaque	Olsenella sp. oral taxon 807	7
SYN003.A0101	plaque	Fusobacterium pseudoperiodonticum	2
SYN003.A0101	plaque	Capnocytophaga sputigena	42
SYN003.A0101	plaque	Prevotella intermedia	5
SYN003.A0101	plaque	Prevotella denticola	3
SYN003.A0101	plaque	Homo sapiens	2
SYN003.A0101	plaque	Actinomyces naeslundii	21
SYN003.A0101	plaque	Streptococcus oralis	74
SYN003.A0101	plaque	Streptococcus sanguinis	40
SYN003.A0101	plaque	Streptococcus mutans	9
SYN003.A0101	plaque	Cardiobacterium hominis	11
SYN003.A0101	plaque	Neisseria sp. oral taxon 014	23
SYN003.A0101	plaque	Prevotella melaninogenica	1
SYN003.A0101	plaque	Treponema sp. OMZ 804	5
SYN003.A0101	plaque	Actinomyces sp. oral taxon 169	45
SYN003.A0101	plaque	Lentilactobacillus curieae	1
SYN003.A0101	plaque	Actinomyces sp. oral taxon 171	26
SYN003.A0101	plaque	Neisseria sicca	8
SYN003.A0101	plaque	Neisseria mucosa	4
SYN003.A0101	plaque	Neisseria flavescens	1
SYN003.A0101	plaque	Veillonella parvula	7
SYN003.A0101	plaque	Capnocytophaga sp. oral taxon 323	3
SYN003.A0101	plaque	Streptococcus australis	29
SYN003.A0101	plaque	Streptococcus pneumoniae	3
SYN003.A0101	plaque	Streptococcus ratti	2
SYN003.A0101	plaque	Streptococcus sp. 1643	35
SYN003.A0101	plaque	Streptococcus sp. 116-D4	2
SYN003.A0101	plaque	Streptococcus sp. HSISM1	3
SYN003.A0101	plaque	Streptococcus sp. HSISS3	1
SYN003.A0101	plaque	Streptococcus sp. FDAARGOS_192	1
SYN003.A0101	plaque	Treponema sp. OMZ 838	10
SYN003.A0101	plaque	Veillonella rodentium	10
SYN003.A0101	saliva	Haemophilus parainfluenzae	56
SYN003.A0101	saliva	Lautropia mirabilis	16
SYN003.A0101	saliva	Neisseria meningitidis	16
SYN003.A0101	saliva	Campylobacter concisus	19
SYN003.A0101	saliva	Gemella morbillorum	6
SYN003.A0101	saliva	Gemella haemolysans	49
SYN003.A0101	saliva	Gemella sanguinis	90
SYN003.A0101	saliva	Streptococcus sp. oral taxon 431	350
SYN003.A0101	saliva	Streptococcus sp. HSISS2	30
SYN003.A0101	saliva	Streptococcus dysgalactiae	4
SYN003.A0101	saliva	Streptococcus equi	2
SYN003.A0101	saliva	Streptococcus anginosus	30
SYN003.A0101	saliva	Streptococcus salivarius	939
SYN003.A0101	saliva	Streptococcus suis	10
SYN003.A0101	saliva	Streptococcus cristatus	132
SYN003.A0101	saliva	Streptococcus vestibularis	10
SYN003.A0101	saliva	Streptococcus porcinus	3
SYN003.A0101	saliva	Streptococcus gwangjuense	25
SYN003.A0101	saliva	Streptococcus gordonii	40
SYN003.A0101	saliva	Streptococcus mitis	275
SYN003.A0101	saliva	Veillonella nakazawae	10
SYN003.A0101	saliva	Rothia aeria	80
SYN003.A0101	saliva	Rothia dentocariosa	18
SYN003.A0101	saliva	Rothia mucilaginosa	2112
SYN003.A0101	saliva	Actinomyces oris	18
SYN003.A0101	saliva	Actinomyces pacaensis	30
SYN003.A0101	saliva	Schaalia odontolytica	341
SYN003.A0101	saliva	Frankia sp. EAN1pec	3
SYN003.A0101	saliva	Olsenella sp. oral taxon 807	8
SYN003.A0101	saliva	Lancefieldella parvula	30
SYN003.A0101	saliva	Fusobacterium pseudoperiodonticum	8
SYN003.A0101	saliva	Capnocytophaga sputigena	12
SYN003.A0101	saliva	Phocaeicola coprophilus	2
SYN003.A0101	saliva	Prevotella intermedia	25
SYN003.A0101	saliva	Prevotella denticola	46
SYN003.A0101	saliva	Porphyromonas crevioricanis	10
SYN003.A0101	saliva	Porphyromonas gingivalis	7
SYN003.A0101	saliva	Candidatus Nanosynbacter lyticus	10
SYN003.A0101	saliva	Homo sapiens	89
SYN003.A0101	saliva	Actinomyces naeslundii	19
SYN003.A0101	saliva	Streptococcus sp. oral taxon 061	426
SYN003.A0101	saliva	Streptococcus oralis	241
SYN003.A0101	saliva	Streptococcus sanguinis	117
SYN003.A0101	saliva	Streptococcus parasanguinis	529
SYN003.A0101	saliva	Abiotrophia defectiva	161
SYN003.A0101	saliva	Mogibacterium diversum	20
SYN003.A0101	saliva	Neisseria sp. oral taxon 014	55
SYN003.A0101	saliva	Neisseria chenwenguii	9
SYN003.A0101	saliva	Neisseria elongata	25
SYN003.A0101	saliva	Prevotella melaninogenica	59
SYN003.A0101	saliva	Treponema pedis	1
SYN003.A0101	saliva	Treponema sp. OMZ 804	3
SYN003.A0101	saliva	Lentilactobacillus curieae	1
SYN003.A0101	saliva	Prevotella jejuni	50
SYN003.A0101	saliva	Actinomyces sp. oral taxon 171	23
SYN003.A0101	saliva	Streptococcus pseudopneumoniae	10
SYN003.A0101	saliva	Neisseria cinerea	8
SYN003.A0101	saliva	Neisseria sicca	81
