0.004	0.003	0.013	0.005	0.01	0.965
0.001	0.002	0.011	0.008	0.012	0.966
0.001	0.005	0.007	0.007	0.009	0.971
0.001	0.003	0.012	0.01	0.009	0.965
0.002	0.001	0.008	0.009	0.01	0.97
0.001	0.002	0.013	0.007	0.009	0.968
0.001	0.001	0.008	0.004	0.014	0.972
0.003	0.001	0.01	0.005	0.011	0.97
0.001	0.005	0.015	0.005	0.008	0.966
0.002	0.002	0.008	0.007	0.014	0.967
