0.006	0.006	0.0	0.0	0.002	0.0	0.986
0.005	0.007	0.0	0.0	0.003	0.0	0.985
0.007	0.007	0.0	0.0	0.006	0.001	0.979
0.005	0.005	0.0	0.001	0.005	0.0	0.984
0.002	0.005	0.001	0.0	0.004	0.0	0.988
0.005	0.007	0.001	0.0	0.005	0.003	0.979
0.005	0.007	0.0	0.0	0.004	0.002	0.982
0.005	0.004	0.0	0.001	0.009	0.001	0.98
0.006	0.006	0.0	0.0	0.004	0.001	0.983
0.005	0.007	0.0	0.0	0.002	0.001	0.985
