0.001	0.001	0.019	0.005	0.008	0.966
0.004	0.0	0.014	0.007	0.007	0.968
0.004	0.001	0.01	0.005	0.01	0.97
0.003	0.002	0.008	0.007	0.006	0.974
0.003	0.002	0.014	0.004	0.005	0.972
0.002	0.004	0.008	0.006	0.01	0.97
0.004	0.001	0.01	0.006	0.004	0.975
0.002	0.005	0.009	0.006	0.007	0.971
0.001	0.004	0.008	0.004	0.013	0.97
0.003	0.002	0.006	0.007	0.007	0.975
