0.5793	0.0001	0.0002	0.0003	0.0132	0.0021	0.4048
0.5709	0.0002	0.0003	0.0003	0.0167	0.0039	0.4077
0.5821000000000001	0.00020000000000000006	0.00030000000000000003	0.00040000000000000013	0.010200000000000002	0.0011000000000000003	0.4057000000000001
0.5811	0.0001	0.0001	0.0007	0.0112	0.0019	0.4049
0.583	0.0003	0.0002	0.0003	0.0108	0.0009	0.4045
0.5734	0.0002	0.0003	0.0004	0.0167	0.0027	0.4063
0.5804	0.0004	0.0003	0.0006	0.0123	0.0019	0.4041
0.5784	0.0001	0.0001	0.0005	0.009	0.0038	0.4081
0.5780000000000001	0.00020000000000000004	0.00030000000000000003	0.0004000000000000001	0.012600000000000002	0.0023000000000000004	0.40620000000000006
0.5739000000000001	0.00010000000000000002	0.00020000000000000004	0.0005000000000000001	0.018000000000000002	0.0029000000000000002	0.40440000000000004
