0.1649	0.0014	0.0	0.0027	0.3351	0.0005	0.4954
0.15450000000000003	0.0015000000000000002	0.00010000000000000002	0.0021000000000000003	0.33810000000000007	0.0022000000000000006	0.5015000000000001
0.1555	0.0013	0.0	0.0019	0.3158	0.0024	0.5231
0.1659	0.0014	0.0	0.0019	0.3364	0.0014	0.493
0.1548	0.0007	0.0003	0.0023	0.329	0.0008	0.5121
0.1511	0.0009	0.0001	0.0023	0.3372	0.0016	0.5068
0.1583	0.0007	0.0001	0.0016	0.3274	0.002	0.5099
0.1519	0.0009	0.0003	0.0021	0.3429	0.0017	0.5002
0.1652	0.0013	0.0	0.0021	0.3352	0.0006	0.4956
0.1669	0.0015	0.0	0.0014	0.3192	0.001	0.51
