0.28250000000000003	0.0	0.0	0.004700000000000001	0.38050000000000006	0.0005000000000000001	0.33180000000000004
0.2545	0.0	0.0001	0.004	0.4047	0.0009	0.3358
0.2668	0.0004	0.0003	0.0043	0.3941	0.0009	0.3332
0.2654	0.0	0.0002	0.0038	0.3915	0.0012	0.3379
0.2713	0.0001	0.0003	0.0048	0.3888	0.0009	0.3338
0.2633	0.0001	0.0006	0.0048	0.394	0.0007	0.3365
0.2583	0.0003	0.0	0.0045	0.399	0.0008	0.3371
0.2542	0.0001	0.0002	0.0053	0.4012	0.0009	0.3381
0.2653	0.0002	0.0003	0.0043	0.3917	0.0008	0.3374
0.2685	0.0001	0.0003	0.0046	0.388	0.0008	0.3377
