0.1755	0.0004	0.0003	0.0019	0.0078	0.0012	0.8129
0.1838	0.0007	0.0001	0.002	0.0082	0.0001	0.8051
0.1739	0.0009	0.0001	0.0024	0.0093	0.0005	0.8129
0.1767	0.0007	0.0002	0.0016	0.0091	0.0012	0.8105
0.17420000000000002	0.0005000000000000001	0.00010000000000000002	0.0026000000000000003	0.005100000000000001	0.0016000000000000003	0.8159000000000001
0.1825	0.0006	0.0001	0.0014	0.0066	0.0006	0.8082
0.1734	0.0009	0.0	0.0019	0.009	0.0008	0.814
0.1829	0.0016	0.0001	0.0017	0.0093	0.0004	0.804
0.1751	0.0007	0.0001	0.0019	0.0067	0.0004	0.8151
0.1726	0.0005	0.0001	0.0022	0.0135	0.0008	0.8103
