0.6224	0.0	0.0001	0.0022	0.017	0.001	0.3573
0.6132	0.0001	0.0002	0.0019	0.0213	0.0007	0.3626
0.6231	0.0001	0.0002	0.0018	0.0147	0.0012	0.3589
0.6176	0.0001	0.0	0.0011	0.0188	0.0007	0.3617
0.6181	0.0001	0.0	0.001	0.0168	0.0012	0.3628
0.6245	0.0001	0.0002	0.0018	0.0144	0.0006	0.3584
0.6259	0.0001	0.0001	0.0022	0.0108	0.0008	0.3601
0.6177	0.0001	0.0002	0.002	0.0148	0.0009	0.3643
0.6163000000000001	0.0	0.0	0.0013000000000000002	0.023900000000000005	0.0005000000000000001	0.35800000000000004
0.6229	0.0001	0.0001	0.002	0.0161	0.0005	0.3583
