0.4413	0.0013	0.0002	0.0001	0.003	0.0011	0.553
0.447	0.001	0.0001	0.0001	0.0027	0.0002	0.5489
0.4406	0.0027	0.0001	0.0004	0.0015	0.0003	0.5544
0.4478	0.0011	0.0002	0.0004	0.0014	0.0009	0.5482
0.4415	0.0014	0.0001	0.0004	0.0042	0.0007	0.5517
0.4358	0.0014	0.0001	0.0002	0.0027	0.0009	0.5589
0.4497	0.001	0.0001	0.0004	0.0035	0.001	0.5443
0.4351	0.0004	0.0002	0.0002	0.0029	0.0003	0.5609
0.4469	0.0012	0.0	0.0007	0.0053	0.0001	0.5458
0.44210000000000005	0.0006000000000000001	0.00020000000000000004	0.00010000000000000002	0.0017000000000000001	0.0006000000000000001	0.5547000000000001
