0.29100000000000004	0.0011000000000000003	0.00010000000000000002	0.0023000000000000004	0.25450000000000006	0.0013000000000000002	0.44970000000000004
0.2955	0.0008	0.0	0.0023	0.2485	0.0016	0.4513
0.3019	0.001	0.0005	0.0011	0.2379	0.0019	0.4557
0.289	0.0009	0.0003	0.002	0.253	0.0021	0.4527
0.2899	0.001	0.0005	0.003	0.2508	0.0029	0.4519
0.3033	0.0006	0.0003	0.0021	0.2408	0.0017	0.4512
0.2878	0.0011	0.0004	0.0021	0.2571	0.0013	0.4502
0.2975	0.0005	0.0003	0.0023	0.2472	0.0011	0.4511
0.3013	0.0005	0.0002	0.0028	0.2484	0.0013	0.4455
0.2989	0.0009	0.0004	0.0019	0.2474	0.0013	0.4492
