0.1559	0.0061	0.0006	0.0027	0.6185	0.0016	0.2146
0.15570000000000003	0.004900000000000001	0.00020000000000000004	0.0027000000000000006	0.6220000000000001	0.0005000000000000001	0.21400000000000002
0.1446	0.0054	0.0001	0.0025	0.6289	0.0009	0.2176
0.14590000000000003	0.006000000000000001	0.0	0.0023000000000000004	0.6275000000000001	0.0012000000000000001	0.21710000000000002
0.1457	0.0053	0.0002	0.0018	0.63	0.0003	0.2167
0.1474	0.0049	0.0003	0.0036	0.6249	0.0015	0.2174
0.1506	0.0056	0.0001	0.0019	0.6212	0.0013	0.2193
0.1435	0.005	0.0002	0.0024	0.6295	0.0006	0.2188
0.1524	0.005	0.0001	0.0023	0.621	0.001	0.2182
0.1572	0.0058	0.0004	0.0025	0.6175	0.0005	0.2161
