sample	genus	count	rel_abund
JAE006.A0101	Abiotrophia	65272	0.001189553203510589
JAE006.A0101	Achromobacter	3027	5.516573028291691e-5
JAE006.A0101	Acidovorax	16342	2.978256902158666e-4
JAE006.A0101	Acinetobacter	590	1.0752487897892626e-5
JAE006.A0101	Actinobacillus	16299	2.970420343182236e-4
JAE006.A0101	Actinomyces	1882745	0.03431219123274212
JAE006.A0101	Aggregatibacter	6675206	0.12165266395074617
JAE006.A0101	Alcaligenes	607	1.1062305345798007e-5
JAE006.A0101	Alicycliphilus	3467	6.318453481693854e-5
JAE006.A0101	Alysiella	887	1.6165180958357218e-5
JAE006.A0101	Amniculibacterium	1508	2.7482630084783186e-5
JAE006.A0101	Aquabacterium	1012	1.8443250428249724e-5
JAE006.A0101	Aquaspirillum	643	1.1718389353127047e-5
JAE006.A0101	Aquimarina	1172	2.135917934971213e-5
JAE006.A0101	Avibacterium	6261	1.1410394360797582e-4
JAE006.A0101	Azotobacter	554	1.0096403890563583e-5
JAE006.A0101	Bacteroides	851	1.5509096951028176e-5
JAE006.A0101	Bergeyella	7359	1.341145058315116e-4
JAE006.A0101	Bibersteinia	2086	3.801642331356613e-5
JAE006.A0101	Bisgaardia	1467	2.6735423298658445e-5
JAE006.A0101	Blattabacterium	1674	3.0507906340800433e-5
JAE006.A0101	Bordetella	1391	2.53503570609638e-5
JAE006.A0101	Burkholderia	620	1.1299224570666826e-5
JAE006.A0101	Campylobacter	120646	0.0021987197541172097
JAE006.A0101	Candidatus	2930	5.339794837428033e-5
JAE006.A0101	Capnocytophaga	4227984	0.07705313015675196
JAE006.A0101	Cardiobacterium	278374	0.00507324248489485
JAE006.A0101	Castellaniella	683	1.244737158349265e-5
JAE006.A0101	Cellulophaga	575	1.0479119561505525e-5
JAE006.A0101	Chitinolyticbacter	565	1.0296874003914124e-5
JAE006.A0101	Chryseobacterium	18172	3.3117662725509284e-4
JAE006.A0101	Cloacibacterium	1964	3.5793027510951045e-5
JAE006.A0101	Comamonas	16224	2.9567519263628807e-4
JAE006.A0101	Conchiformibius	1653	3.012519066985849e-5
JAE006.A0101	Corynebacterium	487802	0.008889974748420031
JAE006.A0101	Cronobacter	757	1.3795988709669013e-5
JAE006.A0101	Cruoricaptor	690	1.257494347380663e-5
JAE006.A0101	Cupriavidus	2790	5.084651056800072e-5
JAE006.A0101	Delftia	829	1.5108156724327096e-5
JAE006.A0101	Desulfobulbus	5215	9.504105828391532e-5
JAE006.A0101	Diaphorobacter	3480	6.342145404180735e-5
JAE006.A0101	Dickeya	757	1.3795988709669013e-5
JAE006.A0101	Eikenella	1843710	0.033600795698684086
JAE006.A0101	Elizabethkingia	2318	4.224452024968662e-5
JAE006.A0101	Epilithonimonas	1474	2.6862995188972424e-5
JAE006.A0101	Escherichia	1906	3.4736003276920924e-5
JAE006.A0101	Filifactor	2644	4.8185725427166274e-5
JAE006.A0101	Flavobacterium	2129	3.8800079211209153e-5
JAE006.A0101	Frederiksenia	1452	2.6462054962271342e-5
JAE006.A0101	Fretibacterium	9881	1.8007683545606277e-4
JAE006.A0101	Fusobacterium	74573	0.0013590597966263505
JAE006.A0101	Galbibacter	685	1.248382069501093e-5
JAE006.A0101	Gallibacterium	2022	3.6850051744981165e-5
JAE006.A0101	Gemella	1672	3.0471457229282153e-5
JAE006.A0101	Glaesserella	3565	6.497054128133426e-5
JAE006.A0101	Haemophilus	472954	0.00861937654450832
JAE006.A0101	Herbaspirillum	727	1.3249252036894811e-5
JAE006.A0101	Histophilus	2420	4.410342493711891e-5
JAE006.A0101	Homo	52641	9.59358839716891e-4
JAE006.A0101	Hydrogenophaga	11040	2.011990955809061e-4
JAE006.A0101	Hylemonella	1406	2.56237253973509e-5
JAE006.A0101	Janthinobacterium	1143	2.0830667232697067e-5
JAE006.A0101	Jeongeupia	1671	3.045323267352301e-5
JAE006.A0101	Kaistella	2680	4.884180943449532e-5
JAE006.A0101	Kingella	111513	0.0020322748863689836
JAE006.A0101	Kinneretia	661	1.2046431356791569e-5
JAE006.A0101	Klebsiella	1328	2.4202210048137978e-5
JAE006.A0101	Lachnoanaerobaculum	2420	4.410342493711891e-5
JAE006.A0101	Laribacter	1410	2.569662362038746e-5
JAE006.A0101	Lautropia	3943763	0.07187332869433341
JAE006.A0101	Leptotrichia	120994	0.0022050618995213904
JAE006.A0101	Limnohabitans	959	1.7477348973015303e-5
JAE006.A0101	Mannheimia	11309	2.0610150108011475e-4
JAE006.A0101	Massilia	1262	2.2999389368034733e-5
JAE006.A0101	Melaminivora	1573	2.8667226209127288e-5
JAE006.A0101	Methylococcus	897	1.634742651594862e-5
JAE006.A0101	Microvirgula	556	1.0132853002081864e-5
JAE006.A0101	Mogibacterium	1276	2.3254533148662694e-5
JAE006.A0101	Moraxella	4534	8.263013581194096e-5
JAE006.A0101	Morganella	702	1.279363814291631e-5
JAE006.A0101	Myroides	773	1.4087581601815254e-5
JAE006.A0101	Neisseria	9199670	0.16765989888068789
JAE006.A0101	Ornithobacterium	1204	2.1942365134004613e-5
JAE006.A0101	Orrella	641	1.1681940241608767e-5
JAE006.A0101	Otariodibacter	1185	2.159609857458095e-5
JAE006.A0101	Ottowia	11375317	0.20731009894439364
JAE006.A0101	Pandoraea	1053	1.9190457214374465e-5
JAE006.A0101	Parvimonas	1348	2.456670116332078e-5
JAE006.A0101	Pasteurella	13155	2.3974403101148726e-4
JAE006.A0101	Paucibacter	1685	3.070837645415097e-5
JAE006.A0101	Pauljensenia	2895	5.2760088922710425e-5
JAE006.A0101	Pectobacterium	573	1.0442670449987245e-5
JAE006.A0101	Pigmentiphaga	1182	2.154142490730353e-5
JAE006.A0101	Polaromonas	2108	3.8417363540267214e-5
JAE006.A0101	Porphyromonas	13753	2.50642315355453e-4
JAE006.A0101	Prevotella	7014	1.2782703409460825e-4
JAE006.A0101	Proteus	646	1.1773063020404468e-5
JAE006.A0101	Providencia	674	1.228335058166039e-5
JAE006.A0101	Pseudoleptotrichia	7815	1.4242490325767944e-4
JAE006.A0101	Pseudomonas	11064	2.0163648491912544e-4
JAE006.A0101	Pseudopropionibacterium	268355	0.004890650660744026
JAE006.A0101	Pulveribacter	1745	3.1801849799699376e-5
JAE006.A0101	Ralstonia	17823	3.2481625729515297e-4
JAE006.A0101	Ramlibacter	1453	2.6480279518030484e-5
JAE006.A0101	Rhizobacter	833	1.5181054947363656e-5
JAE006.A0101	Rhodoferax	6065	1.1053193067918436e-4
JAE006.A0101	Rhodopseudomonas	575	1.0479119561505525e-5
JAE006.A0101	Riemerella	5279	9.620742985250028e-5
JAE006.A0101	Rodentibacter	9208	1.678117094301615e-4
JAE006.A0101	Roseateles	661	1.2046431356791569e-5
JAE006.A0101	Rothia	3398861	0.061942731812066484
JAE006.A0101	Salmonella	2113	3.850848631906291e-5
JAE006.A0101	Schaalia	273760	0.004989154384622178
JAE006.A0101	Schlegelella	709	1.292121003323029e-5
JAE006.A0101	Selenomonas	10164	1.8523438473589938e-4
JAE006.A0101	Serpentinomonas	3825	6.970892577871067e-5
JAE006.A0101	Simonsiella	3369	6.13985283525428e-5
JAE006.A0101	Simplicispira	715	1.303055736778513e-5
JAE006.A0101	Sinimarinibacterium	608	1.1080529901557147e-5
JAE006.A0101	Sphaerotilus	560	1.0205751225118424e-5
JAE006.A0101	Stenotrophomonas	32680	5.955784822086966e-4
JAE006.A0101	Streptococcus	9491622	0.17298059438368033
JAE006.A0101	Sulfuriferula	751	1.3686641375114173e-5
JAE006.A0101	Sulfuritortus	2293	4.178890635570812e-5
JAE006.A0101	Sulfurivermis	1004	1.8297453982176604e-5
JAE006.A0101	Tannerella	69069	0.0012587518417280436
JAE006.A0101	Thauera	5396	9.833970287631967e-5
JAE006.A0101	Thermomonas	605	1.1025856234279727e-5
JAE006.A0101	Thiomonas	988	1.8005861090030363e-5
JAE006.A0101	Treponema	38118	6.946836164269002e-4
JAE006.A0101	Variovorax	12257	2.233783799397795e-4
JAE006.A0101	Verminephrobacter	1006	1.8333903093694884e-5
JAE006.A0101	Vitreoscilla	944	1.72039806366282e-5
JAE006.A0101	Xylophilus	853	1.5545546062546456e-5
JAE007.A0101	Abiotrophia	56862	0.0013519853191827343
JAE007.A0101	Achromobacter	802	1.9068837290010075e-5
JAE007.A0101	Acidovorax	5572	1.3248324361588048e-4
JAE007.A0101	Acinetobacter	1439	3.421453473855923e-5
JAE007.A0101	Actinobacillus	19945	4.7422438871477676e-4
JAE007.A0101	Actinomyces	150930	0.0035886030077072577
JAE007.A0101	Aerococcus	565	1.3433781881366201e-5
JAE007.A0101	Aggregatibacter	8135701	0.19343934988674846
JAE007.A0101	Alcaligenes	559	1.3291122250767622e-5
JAE007.A0101	Alicycliphilus	1637	3.8922302548312335e-5
JAE007.A0101	Alysiella	1463	3.4785173260953544e-5
JAE007.A0101	Amniculibacterium	1442	3.428586455385852e-5
JAE007.A0101	Aquabacterium	459	1.0913461740791304e-5
JAE007.A0101	Avibacterium	7911	1.8809672294422657e-4
JAE007.A0101	Bacteroides	1045	2.484655232925253e-5
JAE007.A0101	Basfia	639	1.5193250658748677e-5
JAE007.A0101	Bergeyella	6399	1.5214649603338464e-4
JAE007.A0101	Bibersteinia	2438	5.796736323322265e-5
JAE007.A0101	Bisgaardia	1933	4.596017765784224e-5
JAE007.A0101	Blattabacterium	1094	2.6011605979140926e-5
JAE007.A0101	Brenneria	544	1.2934473174271173e-5
JAE007.A0101	Campylobacter	159174	0.0037846173401497054
JAE007.A0101	Candidatus	1187	2.8222830253418904e-5
JAE007.A0101	Capnocytophaga	4153528	0.09875679502680919
JAE007.A0101	Cardiobacterium	421416	0.010019841814721804
JAE007.A0101	Carnobacterium	1347	3.202708706938101e-5
JAE007.A0101	Chryseobacterium	17972	4.27313146852944e-4
JAE007.A0101	Cloacibacterium	1848	4.393916622436237e-5
JAE007.A0101	Clostridioides	525	1.2482717677375673e-5
JAE007.A0101	Comamonas	7240	1.7214262092228548e-4
JAE007.A0101	Conchiformibius	1995	4.743432717402756e-5
JAE007.A0101	Corynebacterium	3263	7.758306244052728e-5
JAE007.A0101	Cronobacter	801	1.904506068491031e-5
JAE007.A0101	Cruoricaptor	676	1.6072985047439916e-5
JAE007.A0101	Cupriavidus	1016	2.4157030781359398e-5
JAE007.A0101	Desulfobulbus	1860	4.422448548555953e-5
JAE007.A0101	Diaphorobacter	629	1.4955484607751045e-5
JAE007.A0101	Dickeya	805	1.9140167105309367e-5
JAE007.A0101	Eikenella	1638000	0.038946079153412104
JAE007.A0101	Elizabethkingia	1906	4.531820932014863e-5
JAE007.A0101	Enterococcus	3287	7.81537009629216e-5
JAE007.A0101	Epilithonimonas	1189	2.827038346361843e-5
JAE007.A0101	Escherichia	1615	3.8399217236117545e-5
JAE007.A0101	Filifactor	1474	3.504671591705094e-5
JAE007.A0101	Flavobacterium	617	1.4670165346553886e-5
JAE007.A0101	Frederiksenia	1802	4.2845442389773266e-5
JAE007.A0101	Fretibacterium	2612	6.210449252058145e-5
JAE007.A0101	Fusobacterium	1180900	0.028077792962310347
JAE007.A0101	Gallibacterium	2660	6.324576956537008e-5
JAE007.A0101	Gemella	50838	0.0012087550500617609
JAE007.A0101	Glaesserella	4329	1.0292892347687483e-4
JAE007.A0101	Haemophilus	456560	0.010855446824347881
JAE007.A0101	Histophilus	3143	7.47298698285557e-5
JAE007.A0101	Homo	30475	7.245920404152831e-4
JAE007.A0101	Hydrogenophaga	4396	1.0452195601855897e-4
JAE007.A0101	Hylemonella	642	1.5264580474047967e-5
JAE007.A0101	Janthinobacterium	585	1.3909313983361465e-5
JAE007.A0101	Jeongeupia	750	1.7832453824822392e-5
JAE007.A0101	Jeotgalibaca	1144	2.7200436234129085e-5
JAE007.A0101	Jinshanibacter	495	1.1769419524382778e-5
JAE007.A0101	Kaistella	2309	5.49001811753532e-5
JAE007.A0101	Kingella	488464	0.011614015633450726
JAE007.A0101	Klebsiella	1207	2.8698362355414166e-5
JAE007.A0101	Lachnoanaerobaculum	1967	4.676858223123419e-5
JAE007.A0101	Laribacter	763	1.814154969111931e-5
JAE007.A0101	Lautropia	1853098	0.044060379357160964
JAE007.A0101	Leptotrichia	794226	0.018883997961964518
JAE007.A0101	Limnobaculum	511	1.2149845205978988e-5
JAE007.A0101	Limnohabitans	471	1.119878100198846e-5
JAE007.A0101	Mannheimia	14485	3.444041248700698e-4
JAE007.A0101	Massilia	589	1.4004420403760517e-5
JAE007.A0101	Melaminivora	693	1.647718733413589e-5
JAE007.A0101	Methylococcus	446	1.0604365874494381e-5
JAE007.A0101	Mogibacterium	885	2.1042295513290422e-5
JAE007.A0101	Morganella	656	1.559745294544465e-5
JAE007.A0101	Neisseria	9792087	0.2328225857015248
JAE007.A0101	Ornithobacterium	936	2.2254902373378342e-5
JAE007.A0101	Otariodibacter	1406	3.342990677026704e-5
JAE007.A0101	Ottowia	5182824	0.12322995954957504
JAE007.A0101	Pandoraea	504	1.1983408970280647e-5
JAE007.A0101	Parvimonas	1128	2.6820010552532874e-5
JAE007.A0101	Pasteurella	16004	3.8052078801661005e-4
JAE007.A0101	Paucibacter	724	1.7214262092228547e-5
JAE007.A0101	Pauljensenia	2823	6.712135619663147e-5
JAE007.A0101	Pectobacterium	619	1.4717718556753413e-5
JAE007.A0101	Polaromonas	1056	2.5108094985349926e-5
JAE007.A0101	Porphyromonas	14983	3.562448742097518e-4
JAE007.A0101	Pragia	615	1.462261213635436e-5
JAE007.A0101	Prevotella	5206	1.2378100614936715e-4
JAE007.A0101	Proteus	676	1.6072985047439916e-5
JAE007.A0101	Providencia	1226	2.9150117852309668e-5
JAE007.A0101	Pseudoleptotrichia	7928	1.8850092523092256e-4
JAE007.A0101	Pseudomonas	4942	1.1750398240302967e-4
JAE007.A0101	Pseudopropionibacterium	12289	2.921907000709898e-4
JAE007.A0101	Pulveribacter	712	1.692894283103139e-5
JAE007.A0101	Ralstonia	8056	1.9154433068369224e-4
JAE007.A0101	Ramlibacter	733	1.7428251538126418e-5
JAE007.A0101	Rhodoferax	1799	4.2774112574473974e-5
JAE007.A0101	Riemerella	4831	1.1486477923695596e-4
JAE007.A0101	Rodentibacter	11408	2.7124351097809843e-4
JAE007.A0101	Rothia	803851	0.019112847786049738
JAE007.A0101	Salmonella	2060	4.897980650551217e-5
JAE007.A0101	Schaalia	749050	0.017809866049977616
JAE007.A0101	Sebaldella	516	1.2268728231477804e-5
JAE007.A0101	Selenomonas	11674	2.7756808793463544e-4
JAE007.A0101	Serpentinomonas	1846	4.3891613014162845e-5
JAE007.A0101	Serratia	1006	2.3919264730361767e-5
JAE007.A0101	Simonsiella	3721	8.847274757621881e-5
JAE007.A0101	Stenotrophomonas	14307	3.4017188916231193e-4
JAE007.A0101	Streptococcus	5416098	0.1287764233276172
JAE007.A0101	Sulfuritortus	1133	2.693889357803169e-5
JAE007.A0101	Sulfurivermis	464	1.1032344766290119e-05
JAE007.A0101	Tannerella	115336	0.002742298525786287
JAE007.A0101	Thauera	2449	5.8228905889320045e-5
JAE007.A0101	Thiomonas	475	1.1293887422387514e-5
JAE007.A0101	Treponema	122388	0.002909971144949817
JAE007.A0101	Vagococcus	3069	7.297040105117322e-5
JAE007.A0101	Variovorax	4780	1.1365217237686803e-4
JAE007.A0101	Veillonella	1483	3.5260705362948806e-5
JAE007.A0101	Verminephrobacter	455	1.081835532039225e-5
JAE007.A0101	Vespertiliibacter	581	1.3814207562962411e-5
JAE007.A0101	Vitreoscilla	560	1.3314898855867385e-5
JAE007.A0101	Yokenella	482	1.1460323658085856e-5
JAE008.A0101	Abiotrophia	214603	0.006854653386967531
JAE008.A0101	Achromobacter	4985	1.5922632551284533e-4
JAE008.A0101	Acidipropionibacterium	4575	1.4613047928209975e-4
JAE008.A0101	Acidovorax	13820	4.4142584124122816e-4
JAE008.A0101	Acinetobacter	358	1.1434909635626604e-5
JAE008.A0101	Actinobacillus	797	2.5457047429034648e-5
JAE008.A0101	Actinobaculum	530	1.69287768348662e-5
JAE008.A0101	Actinocatenispora	476	1.520395806301191e-5
JAE008.A0101	Actinomadura	2120	6.77151073394648e-5
JAE008.A0101	Actinomyces	4248175	0.13569133307633532
JAE008.A0101	Actinoplanes	1560	4.982809785356845e-5
JAE008.A0101	Actinopolymorpha	333	1.0636382426434803e-5
JAE008.A0101	Actinotalea	961	3.069538592133287e-5
JAE008.A0101	Actinotignum	421	1.3447198202789945e-5
JAE008.A0101	Adlercreutzia	341	1.089191113337618e-5
JAE008.A0101	Aeromicrobium	1927	6.155047728450409e-5
JAE008.A0101	Aeromonas	1095	3.4975491762600926e-5
JAE008.A0101	Aggregatibacter	270157	0.008629108610145186
JAE008.A0101	Agrobacterium	387	1.2361201198289096e-5
JAE008.A0101	Agrococcus	422	1.3479139291157617e-5
JAE008.A0101	Agromyces	1116	3.564625461832204e-5
JAE008.A0101	Alcaligenes	1142	3.6476722915881516e-5
JAE008.A0101	Alicycliphilus	1756	5.608855117363217e-5
JAE008.A0101	Alistipes	1623	5.184038642073178e-5
JAE008.A0101	Allokutzneria	394	1.25847888168628e-5
JAE008.A0101	Alloprevotella	789	2.5201518722093272e-5
JAE008.A0101	Alysiella	457	1.459707738402614e-5
JAE008.A0101	Aminobacterium	318	1.015726610091972e-5
JAE008.A0101	Aminomonas	782	2.4977931103519567e-5
JAE008.A0101	Amniculibacterium	485	1.5491427858320958e-5
JAE008.A0101	Amycolatopsis	1126	3.596566550199876e-5
JAE008.A0101	Anaerostipes	435	1.3894373439937354e-5
JAE008.A0101	Aquabacterium	736	2.350864103860665e-5
JAE008.A0101	Aquaspirillum	560	1.7887009485896365e-5
JAE008.A0101	Aquitalea	318	1.015726610091972e-5
JAE008.A0101	Arcanobacterium	479	1.5299781328114926e-5
JAE008.A0101	Archangium	860	2.7469335996197987e-5
JAE008.A0101	Arsenicicoccus	933	2.980103544703805e-5
JAE008.A0101	Arthrobacter	4001	1.27796294559056e-4
JAE008.A0101	Auraticoccus	991	3.165361857236303e-5
JAE008.A0101	Austwickia	631	2.015482676000108e-5
JAE008.A0101	Azoarcus	1668	5.327773539727703e-5
JAE008.A0101	Azospira	450	1.4373489765452436e-5
JAE008.A0101	Azospirillum	696	2.2230997503899768e-5
JAE008.A0101	Azotobacter	362	1.1562673989097293e-5
JAE008.A0101	Bacteroides	9059	2.8935431952274135e-4
JAE008.A0101	Baekduia	373	1.1914025961141685e-5
JAE008.A0101	Barnesiella	837	2.673469096374153e-5
JAE008.A0101	Bergeyella	2329	7.439079480830828e-5
JAE008.A0101	Berryella	396	1.2648670993598144e-5
JAE008.A0101	Beutenbergia	828	2.6447221168432482e-5
JAE008.A0101	Bifidobacterium	1145	3.657254618098453e-5
JAE008.A0101	Blastococcus	409	1.306390514237788e-5
JAE008.A0101	Blattabacterium	625	1.996318022979505e-5
JAE008.A0101	Blautia	378	1.2073731402980045e-5
JAE008.A0101	Bordetella	7309	2.3345741487931524e-4
JAE008.A0101	Brachybacterium	5728	1.8295855417002567e-4
JAE008.A0101	Brevibacterium	6556	2.0940577533845814e-4
JAE008.A0101	Brevilactibacter	1455	4.647428357496288e-5
JAE008.A0101	Buchnera	386	1.2329260109921423e-5
JAE008.A0101	Bulleidia	902	2.8810861707640217e-5
JAE008.A0101	Burkholderia	2626	8.387729805350688e-5
JAE008.A0101	Butyrivibrio	504	1.6098308537306727e-5
JAE008.A0101	Campylobacter	739957	0.02363503192527753
JAE008.A0101	Candidatus	95242	0.003042133138313824
JAE008.A0101	Capnocytophaga	2254369	0.07200699944234054
JAE008.A0101	Cardiobacterium	200792	0.0064135150155216125
JAE008.A0101	Casimicrobium	360	1.1498791812361948e-5
JAE008.A0101	Castellaniella	761	2.430716824779845e-5
JAE008.A0101	Catenulispora	530	1.69287768348662e-5
JAE008.A0101	Celeribacter	347	1.1083557663582212e-5
JAE008.A0101	Cellulomonas	6872	2.1949915926264252e-4
JAE008.A0101	Cellulosimicrobium	1400	4.471752371474091e-5
JAE008.A0101	Cellvibrio	332	1.0604441338067131e-5
JAE008.A0101	Cereibacter	496	1.584277983036535e-5
JAE008.A0101	Chloracidobacterium	321	1.0253089366022737e-5
JAE008.A0101	Chondromyces	328	1.0476676984596443e-5
JAE008.A0101	Chryseobacterium	2379	7.598784922669187e-5
JAE008.A0101	Citricoccus	580	1.8525831253249806e-5
JAE008.A0101	Clavibacter	1298	4.1459532701238356e-5
JAE008.A0101	Cloacibacillus	462	1.4756782825864501e-5
JAE008.A0101	Cloacibacterium	661	2.1113059411031246e-5
JAE008.A0101	Clostridioides	1755	5.60566100852645e-5
JAE008.A0101	Clostridium	794	2.5361224163931632e-5
JAE008.A0101	Collimonas	795	2.5393165252299304e-5
JAE008.A0101	Collinsella	694	2.2167115327164424e-5
JAE008.A0101	Comamonas	10619	3.3918241737630983e-4
JAE008.A0101	Conchiformibius	458	1.4629018472393813e-5
JAE008.A0101	Coprobacter	383	1.2233436844818406e-5
JAE008.A0101	Corynebacterium	499526	0.015955404107949763
JAE008.A0101	Cryptobacterium	471	1.504425262117355e-5
JAE008.A0101	Cupriavidus	4886	1.5606415776444577e-4
JAE008.A0101	Curtobacterium	880	2.810815776355143e-5
JAE008.A0101	Curvibacter	580	1.8525831253249806e-5
JAE008.A0101	Cutibacterium	3495	1.1163410384501392e-4
JAE008.A0101	Dechloromonas	1009	3.222855816298113e-5
JAE008.A0101	Delftia	1929	6.161435946123944e-5
JAE008.A0101	Dermabacter	323	1.0316971542758081e-5
JAE008.A0101	Dermacoccus	1005	3.210079380951044e-5
JAE008.A0101	Desulfobulbus	143057	0.004569396278614065
JAE008.A0101	Desulfomicrobium	1080	3.449637543708585e-5
JAE008.A0101	Dialister	12212	3.900645711460114e-4
JAE008.A0101	Diaphorobacter	3590	1.1466850723994276e-4
JAE008.A0101	Dichelobacter	387	1.2361201198289096e-5
JAE008.A0101	Duganella	706	2.2550408387576488e-5
JAE008.A0101	Duncaniella	352	1.1243263105420572e-5
JAE008.A0101	Eikenella	563209	0.017989508438468225
JAE008.A0101	Elizabethkingia	450	1.4373489765452436e-5
JAE008.A0101	Enterobacter	393	1.2552847728495128e-5
JAE008.A0101	Enterocloster	412	1.3159728407480897e-5
JAE008.A0101	Epilithonimonas	406	1.2968081877274865e-5
JAE008.A0101	Escherichia	2592	8.279130104900602e-5
JAE008.A0101	Faecalibacterium	842	2.689439640557989e-5
JAE008.A0101	Filifactor	5883	1.8790942286701483e-4
JAE008.A0101	Finegoldia	777	2.4818225661681207e-5
JAE008.A0101	Flaviflexus	1525	4.871015976069992e-5
JAE008.A0101	Flavobacterium	349	1.1147439840317556e-5
JAE008.A0101	Frankia	1105	3.529490264627765e-5
JAE008.A0101	Fretibacterium	107687	0.0034396399830495033
JAE008.A0101	Friedmanniella	626	1.999512131816272e-5
JAE008.A0101	Frigoribacterium	411	1.3127787319113225e-5
JAE008.A0101	Frondihabitans	411	1.3127787319113225e-5
JAE008.A0101	Fusobacterium	341765	0.010916346065977448
JAE008.A0101	Gemella	172755	0.00551798272095719
JAE008.A0101	Geodermatophilus	496	1.584277983036535e-5
JAE008.A0101	Georgenia	5650	1.8046714927734726e-4
JAE008.A0101	Glaesserella	353	1.1275204193788244e-5
JAE008.A0101	Glutamicibacter	407	1.3000022965642537e-5
JAE008.A0101	Gordonia	1449	4.6282637044756846e-5
JAE008.A0101	Gordonibacter	761	2.430716824779845e-5
JAE008.A0101	Haemophilus	198571	0.006342573858257012
JAE008.A0101	Haloactinobacterium	2043	6.525564353515406e-5
JAE008.A0101	Herbaspirillum	1214	3.8776481278353904e-5
JAE008.A0101	Herbiconiux	402	1.2840317523804176e-5
JAE008.A0101	Histophilus	509	1.6258013979145087e-5
JAE008.A0101	Homo	71697	0.002290080212696985
JAE008.A0101	Humibacter	357	1.1402968547258932e-5
JAE008.A0101	Hydrogenophaga	8924	2.8504227259310564e-4
JAE008.A0101	Hydrogenophilus	385	1.2297319021553751e-5
JAE008.A0101	Hylemonella	1244	3.9734713929384065e-5
JAE008.A0101	Intrasporangium	530	1.69287768348662e-5
JAE008.A0101	Isoptericola	1681	5.369296954605677e-5
JAE008.A0101	Janibacter	1193	3.8105718422632794e-5
JAE008.A0101	Janthinobacterium	336	1.073220569153782e-5
JAE008.A0101	Jiangella	1321	4.2194177733694816e-5
JAE008.A0101	Jonquetella	9618	3.0720938792027004e-4
JAE008.A0101	Kibdelosporangium	348	1.1115498751949884e-5
JAE008.A0101	Kineococcus	845	2.6990219670682907e-5
JAE008.A0101	Kingella	33645	0.001074657918130327
JAE008.A0101	Kinneretia	607	1.9388240639176952e-5
JAE008.A0101	Kitasatospora	1151	3.676419271119056e-5
JAE008.A0101	Klebsiella	2240	7.154803794358546e-5
JAE008.A0101	Kocuria	3658	1.1684050124894446e-4
JAE008.A0101	Kribbella	413	1.3191669495848569e-5
JAE008.A0101	Kutzneria	611	1.951600499264764e-5
JAE008.A0101	Kytococcus	812	2.593616375454973e-5
JAE008.A0101	Lachnoanaerobaculum	5113	1.6331478482390735e-4
JAE008.A0101	Lachnoclostridium	594	1.8973006490397215e-5
JAE008.A0101	Lacrimispora	590	1.8845242136926527e-5
JAE008.A0101	Lactobacillus	380	1.213761357971539e-5
JAE008.A0101	Laribacter	387	1.2361201198289096e-5
JAE008.A0101	Lautropia	1286804	0.0411019202758739
JAE008.A0101	Leifsonia	864	2.7597100349668676e-5
JAE008.A0101	Leptothrix	452	1.443737194218778e-5
JAE008.A0101	Leptotrichia	310549	0.009919273051492197
JAE008.A0101	Leucobacter	1065	3.4017259111570765e-5
JAE008.A0101	Limnohabitans	1609	5.1393211183584374e-5
JAE008.A0101	Luteimicrobium	871	2.782068796824238e-5
JAE008.A0101	Luteipulveratus	459	1.4660959560761485e-5
JAE008.A0101	Lysinimonas	384	1.2265377933186078e-5
JAE008.A0101	Lysobacter	475	1.5172016974644238e-5
JAE008.A0101	Mageeibacillus	1072	3.424084673014447e-5
JAE008.A0101	Mannheimia	907	2.8970567149478577e-5
JAE008.A0101	Marmoricola	335	1.0700264603170147e-5
JAE008.A0101	Massilia	1937	6.186988816818082e-5
JAE008.A0101	Melaminivora	1823	5.82286040942662e-5
JAE008.A0101	Microbacterium	8633	2.7574741587811305e-4
JAE008.A0101	Micrococcus	1069	3.414502346504145e-5
JAE008.A0101	Microlunatus	3226	1.0304195107411012e-4
JAE008.A0101	Micromonospora	394	1.25847888168628e-5
JAE008.A0101	Micropruina	2200	7.027039440887858e-5
JAE008.A0101	Microterricola	562	1.795089166263171e-5
JAE008.A0101	Miniimonas	1110	3.545460808811601e-5
JAE008.A0101	Mitsuaria	361	1.153073290072962e-5
JAE008.A0101	Mobilicoccus	531	1.6960717923233873e-5
JAE008.A0101	Modestobacter	598	1.9100770843867903e-5
JAE008.A0101	Mogibacterium	8228	2.6281127508920586e-4
JAE008.A0101	Muribaculum	1009	3.222855816298113e-5
JAE008.A0101	Mycolicibacterium	764	2.4402991512901467e-5
JAE008.A0101	Myxococcus	329	1.0508618072964115e-5
JAE008.A0101	Nakamurella	1223	3.9063951073662955e-5
JAE008.A0101	Ndongobacter	364	1.1626556165832637e-5
JAE008.A0101	Neisseria	1350127	0.043124525814580005
JAE008.A0101	Nesterenkonia	330	1.0540559161331787e-5
JAE008.A0101	Nitrosomonas	516	1.6481601597718792e-5
JAE008.A0101	Nocardia	2358	7.531708637097076e-5
JAE008.A0101	Nocardioides	8909	2.8456315626759055e-4
JAE008.A0101	Nocardiopsis	792	2.5297341987196288e-5
JAE008.A0101	Nonomuraea	1220	3.8968127808559936e-5
JAE008.A0101	Odoribacter	533	1.702460009996922e-5
JAE008.A0101	Oerskovia	730	2.3316994508400617e-5
JAE008.A0101	Olsenella	222038	0.007092135378981173
