#OTU ID	ERR1883419	ERR1883420	ERR1883421	ERR1883422	ERR1883423	ERR1883424	ERR1883430	ERR1883436	ERR1883438	JAE006.A0101	JAE007.A0101	JAE008.A0101	JAE009.A0101	JAE010.A0101	JAE012.A0101	JAE013.A0101	JAE014.A0101	JAE015.A0101	JAE016.A0101	SRR059389	SRR059425	SRR059455	SRR059917	SRR060358	SRR1631060	SRR1631061	SRR1631063	SRR1631064	SRR1633008	SRR1761677	SRR1761682	SRR1761688	SRR1761692	SRR1761697	SRR1761698	SRR1761705	SRR1761710	SRR1761718	SRR1761721	SRR1929408	SRR1930121	SRR1930123	SRR1930141	SRR1930145	SRR3184100	SRR3184876	SRR3189411	SRR3189416	SRR3189418	SRR5975923	SRR5975924	SRR5975925	SRR5975926	SRR5975927	SRR5975928	SRR5975929	SRR5975930	SRR5975931	SRR5975932	SRR5975933	SRR5975934	SRR5975936	SRR5975937	SRR6129806	SRR6129807	SRR6129808	SRR6129809	SRR6129810	SRR6129811	SRS011247	SRS011310	SRS012281	SRS013711	SRS013942	SRS013950	SRS014107	SRS014468	SRS014477	SRS014691	SRS014692	SRS015055	SRS015064	SRS015378	SRS015755	SRS019029	SRS019120	SRS019129	SRS019333	SRS021960	SRS022149	SRS023591	SRS045313	SRS047265	SRS051378	SRS052604	SRS052668	SRS056892	SRS058105	SRS063215	SRS063478	SRS064493	SRS075406	SYN001.A0101	SYN002.A0101	SYN003.A0101	SYN005.I0101	SYN006.I0101	SYN008.I0101	SYN009.I0101	SYN012.I0101	SYN014.A0101	SYN014.C0101	SYN015.B0101	SYN015.D0101	SYN015.E0101	SYN015.I0101	SYN017.A0101	SYN017.B0101	SYN017.D0101	SYN017.E0101	SYN018.C0101	SYN018.I0101	SYN019.I0101	SYN021.I0101	SYN022.I0101	SYN023.I0101	SYN025.I0101	SYN026.I0101	SYN028.I0101
Magnetospirillum sp. XM-1	1	4	4	1	2	4	0	8	34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	163	161	171	209	0	0	0	0	0	0	0	0	0	0	0	0	133	0	0	48	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Magnetospirillum magneticum	1	1	4	4	18	3	4	6	36	0	0	0	0	0	0	0	0	0	0	0	0	209	0	0	0	0	196	187	0	0	0	0	0	0	0	0	0	0	0	125	118	179	160	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	60	0	0	0	0	0	0	0	0	0
Rhodospirillum centenum	2	2	7	1	22	12	7	12	55	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	269	296	365	328	181	0	0	0	0	0	0	0	0	0	0	0	141	106	113	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tistrella mobilis	3	4	5	3	14	15	6	10	65	0	0	0	0	0	0	0	415	328	0	0	0	0	0	0	303	359	392	399	162	0	0	0	0	112	175	0	118	100	0	164	247	138	199	0	192	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	107	0	0	0	239	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	78	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	119	0	0	0	119	0	0
Ferrovibrio terrae	3	6	3	7	34	14	3	9	97	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	267	278	333	325	0	0	0	0	0	125	0	0	0	0	0	229	161	155	201	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	71	0	0	0	0	0	0	0	0	0	97	0	0	0	0	0	0	83	0	0	75	0	0	0
Skermanella sp. TT6	1	5	7	5	23	19	8	14	70	0	0	0	0	0	0	0	0	0	0	0	219	0	0	0	536	542	603	602	303	0	0	0	0	0	0	0	0	0	0	0	134	195	0	54	130	0	407	391	367	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Indioceanicola profundi	2	2	4	1	15	5	4	9	39	0	0	0	0	0	0	0	0	0	0	0	0	149	0	0	821	796	921	984	0	0	0	0	0	143	0	0	0	0	0	141	129	166	279	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Granulibacter bethesdensis	1	3	6	1	9	1	2	2	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	174	191	230	222	110	151	0	141	0	0	164	0	0	83	201	340	206	207	264	91	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Brevundimonas sp. LM2	2	3	6	7	28	5	11	23	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	617	643	695	682	1773	0	0	0	0	0	0	0	0	0	66	0	0	0	0	0	166	0	215	221	188	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Brevundimonas subvibrioides	3	1	1	2	24	3	16	20	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	509	514	535	516	1085	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	159	0	174	167	176	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Brevundimonas diminuta	1	2	0	0	11	3	5	10	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1072	1042	1213	1282	9158	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	308	925	1652	1590	1388	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Caulobacter flavus	2	3	2	4	25	5	5	9	23	0	0	0	0	0	0	0	0	240	0	0	0	0	0	0	745	808	894	854	406	0	0	0	0	0	0	0	0	0	0	0	0	0	118	0	186	491	0	0	127	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Caulobacter sp. K31	2	4	0	1	19	2	2	17	36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	554	551	626	609	264	0	0	0	0	0	0	0	0	0	0	0	162	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Caulobacter segnis	1	2	2	1	16	3	5	6	18	0	0	0	0	0	0	0	0	0	380	0	0	0	0	0	923	932	1042	1079	1455	0	0	0	0	185	0	0	0	0	0	0	0	0	0	0	196	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Caulobacter soli	1	0	1	0	7	6	4	5	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	583	632	663	646	256	0	0	0	0	163	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Marinicauda algicola	4	5	5	1	9	7	4	5	43	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	229	209	252	279	108	0	0	0	0	0	0	0	0	0	0	0	152	330	120	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Phreatobacter stygius	4	6	4	4	30	14	7	12	148	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	589	645	701	681	161	0	0	0	0	179	0	0	0	0	0	0	123	165	155	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	215	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Hyphomonas sp. CACIAM 19H1	2	3	1	1	3	5	3	4	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	161	173	177	209	0	0	0	0	0	0	0	0	0	0	0	0	285	112	167	52	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Myxococcus xanthus	7	10	10	3	41	20	9	16	61	0	0	329	0	0	0	0	569	429	497	0	0	0	0	0	386	342	435	390	0	0	0	0	0	114	0	76	0	0	74	149	298	354	230	53	178	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	41	0	0	24	146	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Myxococcus hansupus	2	11	8	1	23	9	5	11	37	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	174	180	186	205	0	0	0	0	0	146	0	0	0	0	0	0	157	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Corallococcus coralloides	5	21	20	5	34	29	9	28	77	0	0	0	340	0	0	0	611	400	710	0	0	193	0	0	616	672	703	742	0	0	0	0	92	215	170	99	110	121	115	224	328	285	284	76	222	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	164	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	56	0	0	0	0	0	0	0	0	0	0	0	0	48	0	0	0	0	41	88	0	0	0	0	0	0	0	0	0
Corallococcus macrosporus	3	6	6	2	23	11	3	12	41	0	0	0	0	0	0	0	287	0	466	0	0	146	0	0	190	198	211	203	0	0	0	0	0	179	0	0	0	0	73	0	158	0	136	0	131	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	109	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pyxidicoccus sp. SCPEA002	2	11	10	5	61	17	13	20	47	0	0	352	0	0	0	0	311	239	445	0	0	0	0	0	346	351	438	465	0	0	0	0	0	0	0	67	0	0	0	119	163	126	109	0	199	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	223	0	0	0	0	0	0	0	0	0	0	0	0	128	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	61	0	0	0	0	0	0	0	0	0
Archangium gephyra	1	19	11	3	26	13	8	18	47	0	0	361	0	0	0	0	405	340	429	0	0	0	0	0	301	335	360	368	0	0	0	0	0	134	0	0	0	0	0	0	166	155	204	49	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Stigmatella aurantiaca	5	11	15	2	12	20	9	18	45	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	207	224	259	243	0	0	0	0	0	0	0	0	0	0	108	0	220	208	167	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Melittangium boletus	1	13	5	1	14	19	9	9	44	0	0	0	0	0	0	0	288	0	0	0	0	0	0	0	191	193	246	251	0	109	0	0	0	117	0	68	0	0	0	133	147	139	206	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	83	0	0	0	0	72	0	134	0	0	64	73	0	0	0	0	0	81	0	0	0
Anaeromyxobacter sp. Fw109-5	8	13	19	4	23	32	12	24	92	0	0	0	0	0	0	0	255	245	0	0	0	151	0	0	305	358	382	365	103	0	0	0	0	137	0	71	0	0	108	167	293	187	228	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	45	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sorangium cellulosum	36	75	101	20	241	112	72	103	371	0	0	1153	1270	609	501	0	1771	1477	2630	0	430	381	0	0	2148	2188	2432	2553	392	388	159	197	348	861	445	252	284	238	358	571	894	904	835	226	643	693	664	702	615	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	135	525	0	0	0	0	0	130	101	0	72	0	0	0	320	0	99	0	0	133	116	111	252	0	0	0	0	0	0	0	0	114	0	0	0	73	140	128	84	0	126	123	125	0	0	0	0	35	83	0	0	40	0	0	0	98	92	101	102	155	0	103
Persicimonas caeni	2	7	8	4	8	22	10	22	36	0	0	0	0	0	0	0	0	0	428	0	0	0	0	0	186	208	257	235	0	0	0	0	0	0	0	116	0	0	72	181	417	282	312	110	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	35	0	0	0	39	89	0	0	0	0	0	0	0	0	0
Desulfovibrio marinus	3	1	0	1	4	8	1	14	22	0	0	0	0	0	0	0	626	786	1019	0	317	175	0	0	0	0	0	0	0	133	0	0	0	362	173	130	170	175	217	274	377	329	270	108	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Desulfovibrio fairfieldensis	2	3	0	0	4	6	5	3	4	0	0	0	1175	0	0	0	15150	25179	7925	0	0	561	0	0	0	0	0	0	0	197	89122	349	235	290	385	216	148	191	460	357	707	547	496	165	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	93	0	0	205	127	0	192	0	265	109	297	0	0	176	160	0	0	161	0	123	208	98	0	136
Desulfovibrio sp. IOR2	1	0	3	0	4	1	1	5	12	0	0	0	0	0	0	0	343	322	547	0	562	408	0	0	0	0	0	0	0	175	0	0	0	309	240	122	130	155	140	424	490	403	454	178	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pseudodesulfovibrio profundus	1	0	1	0	1	0	0	6	5	0	0	0	0	0	0	0	260	371	573	0	0	0	0	0	0	0	0	0	0	0	0	0	0	229	0	72	0	85	100	153	333	306	171	117	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pseudodesulfovibrio mercurii	1	1	1	1	3	5	2	5	12	0	0	0	0	0	0	0	316	368	371	0	141	0	0	0	0	0	0	0	0	112	0	0	0	345	0	96	0	89	143	214	333	316	241	93	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Desulfomicrobium orale	1	1	2	0	3	4	2	3	2	0	0	1080	3699	106400	0	0	135460	3132277	11457	0	0	0	0	0	464	490	496	525	0	204	148	0	142	265	164	92	112	133	282	207	551	229	221	171	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	215	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	92	0	0	157	92	0	90	0	189	82	209	0	0	114	104	0	0	170	0	85	141	136	0	152
Geobacter sp. SVR	2	3	2	0	1	3	3	3	17	0	0	0	0	0	0	0	269	243	400	0	123	0	0	0	0	0	0	0	0	109	0	0	0	141	0	0	96	83	72	246	388	274	267	144	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Geobacter sp. M18	1	8	4	2	3	8	5	8	32	0	0	0	0	0	0	0	262	234	0	0	260	167	0	0	0	0	0	0	0	0	0	0	0	223	164	98	105	146	109	289	452	369	447	127	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	106	0	0	0	0	0	140	0	0	0	0	0	0	0	0	0	108	0	0	136
Geobacter sp. M21	1	1	6	0	4	1	1	4	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	139	0	0	0	171	302	316	229	86	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Geobacter sp. Jerry-YX	1	3	1	2	4	0	1	2	10	0	0	0	0	0	0	0	0	0	387	0	0	0	0	0	0	0	0	0	0	0	0	0	120	127	0	0	0	0	79	188	193	200	214	68	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	38	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	74	0	0	0	0	0	0
Geobacter sulfurreducens	3	2	9	1	6	5	0	5	37	0	0	0	412	0	0	0	400	352	1774	0	166	391	0	0	0	0	0	0	0	221	0	0	0	135	0	105	117	97	122	279	349	335	280	99	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	609	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	102	0	0	138	78	0	0	0	102	0	155	0	0	60	0	0	0	115	0	0	128	124	0	160
Desulfuromonas sp. DDH964	2	1	4	2	2	4	5	5	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	125	0	96	0	98	130	333	308	361	325	126	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Syntrophotalea acetylenica	1	1	1	1	0	2	3	6	10	0	0	0	0	0	0	0	0	0	721	0	222	391	0	0	0	0	0	0	0	125	0	0	0	125	0	0	0	107	93	195	232	145	243	48	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Desulfonema magnum	1	1	2	1	0	3	1	3	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	136	0	0	69	101	0	91	154	203	339	210	135	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	98	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	73	0	0	0	109	0	0
Desulfosarcina widdelii	2	0	2	2	5	4	5	7	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	109	0	0	153	163	165	83	125	126	110	218	325	214	260	88	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Desulfobacterium autotrophicum	1	1	1	0	1	0	4	0	3	0	0	0	0	0	0	0	0	0	0	0	136	0	0	0	0	0	0	0	0	151	162	203	203	215	0	0	110	112	0	189	370	193	227	102	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Desulfobulbus propionicus	1	0	4	1	2	1	2	3	17	0	0	0	0	0	0	0	326	274	2894	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	187	118	108	136	124	201	388	173	262	101	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Desulfotalea psychrophila	1	1	0	0	1	1	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	103	0	0	172	0	0	0	123	51	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	102	0	0	0	0	0	0	0	0	0	0	40	0	0	0	0	0	0	0	0	0	0
Desulfurivibrio alkaliphilus	1	0	0	0	3	2	0	9	16	0	0	0	0	0	0	0	312	0	0	0	130	0	0	0	0	0	0	0	0	0	0	0	0	158	0	92	115	85	91	279	260	264	287	74	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	39	0	0	0	0	0	0	67	0	0	0
